,name,year,quarter,sector,Relative Return,영업이익 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,매출액 변화율,이익잉여금 변화율,비유동부채 변화율,Label,Code
21,하이트진로,2019,Q3,생활소비재,0.2802798329144396,4.8057016164004915,-2.2154833282076245,0.0006343433154849532,0.009775092172608968,0.07165593032855733,-0.022929227600847035,0.038010294575439196,000080
21,CJ,2019,Q3,생활소비재,0.0876596259759125,0.70620321634364,-2.665059076982682,0.0034708583210154575,0.009361755813368289,0.0073445635061542,-0.0386824568722437,-0.12836156294329962,001040
21,대상,2019,Q3,생활소비재,-0.016678527527980727,0.31120619367008695,-0.4613770213856163,0.03607698903771861,0.11660446636080435,0.0319751527873644,-0.21948230487899012,-0.17116254653552745,001680
21,오리온,2019,Q3,생활소비재,0.02043666881706442,1.60427633747544,1.4123365598365152,0.007800447084038931,0.36448215843734566,0.12956335298577826,0.00709350737493275,-0.1504634047634513,001800
21,아모레G,2019,Q3,생활소비재,0.3027252659402598,-398.63361860141833,35.192308492717395,0.027868682195731243,0.0625346517754981,0.07203738069164145,-0.011599316778774904,-0.14143855502809646,002790
21,남양유업,2019,Q3,생활소비재,-0.21883060991489223,-30.54857577313776,-1.0336711102560743,-0.015074503681693718,-0.035528723105934246,-0.0008062929379824002,-0.04105017498192376,-0.21975698492432408,003920
21,농심,2019,Q3,생활소비재,-0.00952486751588151,1.9719871807574787,0.28258378015718844,0.09673860936494516,0.01714105441926317,0.007211417464328518,-0.00958180933975461,0.2389364481694069,004370
21,빙그레,2019,Q3,생활소비재,-0.14858969059051724,0.09303866249728943,0.0278354043813136,-0.000355805271806231,0.07284684675111164,0.6921604352854518,0.08787322272725495,-0.04657183270994533,005180
21,롯데칠성,2019,Q3,생활소비재,-0.10676315554364323,0.024044854019741546,1.1009660319514163,-0.005505573822425891,-0.020517668437002756,0.01680049832323105,0.003006467181135841,-0.18874623829601198,005300
21,현대그린푸드,2019,Q3,생활소비재,-0.10379415904414765,0.18073049784474882,0.2022244935714701,0.004372174107435622,0.08098849655977225,0.02085962607204883,-0.1113982656045811,-0.2512865642853134,005440
21,삼립식품,2019,Q3,생활소비재,-0.009357330657772722,-0.3609437799589216,-0.49419766997559356,0.5826182425775157,0.03357728639936264,0.016068992950110106,3.4075708261171602,-0.21491658150414625,005610
21,크라운제과,2019,Q3,생활소비재,-0.11345583980642095,4.665485341620225,-1.5637304262820908,-0.00019878703060449698,0.4414980708065164,0.0017164083840812694,-0.09397742508412488,-0.2034993236259083,005740
21,GS리테일,2019,Q3,생활소비재,-0.08304177194964817,0.15263544883128333,0.22106891792162542,-0.0005380101437516549,0.03037393017945078,0.028858877104721348,0.19279170474774476,-0.1010458152912597,007070
21,오뚜기,2019,Q3,생활소비재,-0.15989466455750517,0.015215392245295112,-0.003920272972573802,0.05222590632538959,0.035239048790653094,0.019410056883409688,0.0917911337659294,-0.02672794854789709,007310
21,한국전력,2019,Q3,생활소비재,-0.013779777699707618,1.589779914768462,-0.749699778189062,-0.004258078938752741,0.2137079634292378,-0.0007755803989889509,0.015482355669758086,-0.15232934492999803,015760
21,KT&G,2019,Q3,생활소비재,-0.11894934333958712,-0.16188095292533833,-0.12282876491215688,0.05516663000035327,-0.10973648063488706,0.5153783380156587,0.04075226827741796,-0.01591734657680033,033780
21,무학,2019,Q3,생활소비재,-0.24388159266208032,-0.028968518659858167,-1.822220985948622,-0.03493333549312505,-0.17511044354973404,-0.010904308075077251,-0.1025416452293283,-0.32663101649444326,033920
21,한국가스공사,2019,Q3,생활소비재,-0.07251407129455897,-2.138109274699902,8.131740358240268,0.028593474725793433,-0.08629889389593237,-0.07433913497733058,0.025878165887932347,-0.30315210554670446,036460
21,팜스코,2019,Q3,생활소비재,-0.050135660412831504,-0.011074186386846985,23.241265327948444,0.04566112789923649,-0.010916997300108977,-0.01812210369324818,-0.0066780425682688715,-0.2482487603265782,036580
21,동원F&B,2019,Q3,생활소비재,-0.12204010468434175,3.1286943843483828,4.083880730069956,0.12449545288815145,0.26587708443436586,0.8393374186472,0.2990837312854917,-0.08686428611843175,049770
21,LG생활건강,2019,Q3,생활소비재,-0.07488168674430822,0.1329012979345885,0.11178374270839209,0.06634372751062467,0.08702416770775412,0.0588657941872468,-0.1583750988451056,0.07819199737112377,051900
21,에이블씨엔씨,2019,Q3,생활소비재,-0.10865373807938705,-16.579927799933067,-4.186715513837248,-0.008066237277941757,-0.20024719007404512,-0.044767026079388206,-0.15176896555459263,-0.09882021227518836,078520
21,아모레퍼시픽,2019,Q3,생활소비재,0.2951988671080346,0.178571218534753,0.5622761399618197,-0.010516747738194443,0.06052700374794706,0.03589888404682817,-0.08285135006760957,0.11571830085487406,090430
21,CJ제일제당,2019,Q3,생활소비재,-0.027707190411728727,5.438446475847944,-439.8989481206651,0.017424225421454498,0.07248043802725301,0.02227742259817722,-0.010322315780186497,-0.02972957150851893,097950
21,락앤락,2019,Q3,생활소비재,-0.15632992721107136,-0.09056219199927373,0.05356884225113778,0.004301134306406551,0.2083251367511736,-0.00789698966772634,0.01765373297885975,-0.18738151123320126,115390
21,이마트,2019,Q3,생활소비재,0.018466781913368466,-18.64681300311013,-6.44931658537707,-0.00985634207217001,0.13957040365390916,0.03551516543305211,0.11928337535588418,-0.019998122799292778,139480
21,삼양사,2019,Q3,생활소비재,-0.09328960723402935,-0.11977043999001913,-0.13561661021201854,-0.006223737512480287,0.04321621967896383,0.007796025637030413,0.013398106999872317,-0.2579080727714995,145990
21,한국콜마,2019,Q3,생활소비재,-0.11437845024538403,-0.7236768299669583,-0.67003732707806,0.10569563903866674,-0.22405073745158255,0.021089133500153512,0.5560374202246063,-0.07094011115565063,161890
21,코스맥스,2019,Q3,생활소비재,-0.0019048826944509656,-0.1943288518479407,9.651188667268826,0.1865386238028428,-0.11139149042862806,0.8607604012577126,0.06928663124885714,0.07952925417604215,192820
