,name,sector,year,quarter,Relative Return,자본총계변화율,매출액변화율,비유동부채변화율,영업이익변화율,이익잉여금변화율,Label,Code
0,Kyungbang,Materials_&_Chemicals,2024,Q3,-0.08954614631205246,-0.00823699931700217,0.09365660300949774,-0.14084300395149607,7.881328573634173,-0.008055697163001474,-0.08954614631205246,000050
1,Chosun_Refractories,Materials_&_Chemicals,2024,Q3,-0.005308419199089465,-0.0022583921565824117,0.7958279457918038,-0.09719131678088377,1.2106902084950546,0.03606813228289352,0.025644651577701655,000480
0,S_hynix,Technology,2024,Q3,0.25193627962931453,-0.08382739687598484,-0.08672057855736326,0.11181680755630952,-0.2582407687440518,-0.09147430673700385,0.25193627962931453,000660
0,Youngpoong,Materials_&_Chemicals,2024,Q3,-0.30614620216875343,-0.018986109022914643,0.03447722683178023,0.00940399949650006,3.065859032416413,-0.018963873065243275,-0.30614620216875343,000670
0,Dongkuk_Steel,Materials_&_Chemicals,2024,Q3,0.01620719121309478,-0.010662310200651559,-0.7741807447281785,-0.2683876302388881,11.529929846780561,-0.0018179818582024776,0.01620719121309478,001230
0,SeAH_Besteel,Materials_&_Chemicals,2024,Q3,-0.10874426431749293,-0.042393791827423755,-16.74023170037393,-0.12635892717734976,247.5332411314627,-0.06406130841838542,-0.10874426431749293,001430
0,KIS_Wire,Materials_&_Chemicals,2024,Q3,0.03260051250554883,-0.003241665460390175,0.09453618228589877,0.0007840893669718296,0.38120807720101024,-0.003329466970329431,0.03260051250554883,002240
0,KCC,Materials_&_Chemicals,2024,Q3,0.16289176917050555,-0.004997669761717782,0.12530320412870644,0.0011140064164348873,0.2528199600096188,-0.005231787653622755,0.16289176917050555,002380
0,Korea_Shell_Petroleum,Energy_&_Utilities,2024,Q3,0.1639060174810308,-0.06723525630461658,0.09271770120276523,-0.028741787889388082,0.07240830460325587,-0.07224687694588461,0.1639060174810308,002960
0,SeAH_Steel,Materials_&_Chemicals,2024,Q3,-0.1510747786392545,0.006203040316058006,0.64666403753243,0.24538437173501393,1.3759256157654205,0.007169778634204649,-0.1510747786392545,003030
0,Ilshin_Spinning,Materials_&_Chemicals,2024,Q3,-0.028076499461200048,-0.001127027442179962,0.07128667885943107,-0.012015864819353794,2.7198552745935887,-0.001129720638702647,-0.028076499461200048,003200
0,Hanil_Cement,Materials_&_Chemicals,2024,Q3,0.054075790256334307,0.0007305747195835988,0.06181465771544514,0.05403641183651042,1.9236570865793292,4.68195910411362e-05,0.054075790256334307,003300
0,Ssangyong_Cement,Materials_&_Chemicals,2024,Q3,-0.016840544405020273,-0.018332676860810748,0.2219657061146263,0.026762635824167158,0.6938620506038923,-0.01967421027508398,-0.016840544405020273,003410
0,Samsung_Fine Chemicals,Materials_&_Chemicals,2024,Q3,-0.07304414991933628,-0.005628944538309311,0.007172314660319978,-0.3599549420007455,0.4318236658958263,-0.0070820600601961825,-0.07304414991933628,004000
0,Hyundai_Steel,Materials_&_Chemicals,2024,Q3,-0.1118561207290078,0.009674820183508848,0.08013288385384587,0.06791310457266697,0.2985157736594112,0.004641271730100649,-0.1118561207290078,004020
1,Hansol_Technics,Technology,2024,Q3,-0.14263672274896932,-0.005088827059204437,-0.3517203742182027,-0.9387851557957727,2.208699277700176,-0.016664624374237436,-0.09181358335626144,004710
0,POSCO_Holdings,Materials_&_Chemicals,2024,Q3,-0.15665097094530464,-0.001737250802340773,-1.5163762369579037,-0.005873005797806474,-4.5311866804532315,0.005920181731375984,-0.15665097094530464,005490
1,Samsung_Electronics,Technology,2024,Q3,-0.037273236712712585,-0.013514758918475867,-0.03898461681272969,0.721294838092693,0.37626505868958504,-0.01397316425613715,-0.1453204644705045,005930
1,Samsung_SDI,Technology,2024,Q3,-0.2620431030404147,0.00453029835390395,0.17838575258093825,-0.17123925982773014,1.3364525397330314,0.004758052798244816,0.1738371737838574,006400
1,Korea_Petrochemical_Ind,Materials_&_Chemicals,2024,Q3,-0.0026083346671925585,0.01445316154697418,0.07874487708874967,0.04580782011173745,-2.629296361654798,0.017541220456903983,-0.048530769063198226,006650
1,Kukdo_Chemical,Materials_&_Chemicals,2024,Q3,0.04707423588792247,-0.003570127796469036,0.10251481340752966,0.031222987139399083,0.505475903631534,-0.004944036128629925,-0.04367169146436953,007690
0,Daeduck_Electronics,Technology,2024,Q3,0.01155062278740875,-0.005493708129709951,0.02105291815362409,0.0358695691612394,-0.22391107573660074,-0.25388865480477496,0.01155062278740875,008060
1,Samsung_Electro-Mechanics,Technology,2024,Q3,0.035791034542348145,-0.007148848749282566,-0.014314726284690993,-0.018637113602766542,0.09264704950688685,-0.12174449634536222,-0.05597264687838227,009150
0,Moorim_P&P,Materials_&_Chemicals,2024,Q3,0.008882928263790016,-0.010650253155898293,-0.04849812318387792,-0.07604429151994019,0.6712224692412144,-0.019936310455429096,0.008882928263790016,009580
0,Hanwha_Solutions,Materials_&_Chemicals,2024,Q3,-0.056840544405020274,-0.23518798440620925,0.05119835160781938,0.018167803681836237,0.18047620235663453,-0.10502334365601285,-0.056840544405020274,009830
0,OCI,Materials_&_Chemicals,2024,Q3,-0.07834637685464912,0.0026446490745207774,-0.030571646540446196,0.03071776033602891,0.2567304679699115,-0.0010233343352052948,-0.07834637685464912,010060
0,Korea_Zinc,Materials_&_Chemicals,2024,Q3,0.10761360406659545,0.02061997163718754,-0.020901273606985127,-1.7700525903456068,0.3037081701169504,0.001392235904259409,0.10761360406659545,010130
0,IS_Dongseo,Technology,2024,Q3,-0.14598539606296093,0.0063869756964760604,0.02847823102011726,-0.2871915688269393,0.4326913822891779,0.004069867143244532,-0.14598539606296093,010780
0,S-Oil,Energy_&_Utilities,2024,Q3,-0.17613257980325037,0.024742909552560977,0.07717226963236568,-0.05138560648905588,3.6002677309179165,0.0303660774554545,-0.17613257980325037,010950
