code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
670,Youngpoong,금속,2021,Q3,"868,111,472,208","1,643,803,403,626","2,511,914,875,834","341,106,849,398","307,155,201,675","648,262,051,073","1,879,111,887,614","1,863,652,824,761",318692248036.0,-58721408440.0,-61343940726.0,-46401422595.0,-46401422595.0,"9,210,200,000",,,,,,,,,,
1430,SeAH_Besteel,금속,2021,Q3,"867,097,090,297","1,704,103,500,364","2,571,200,590,661","628,743,834,139","403,124,203,541","1,031,868,037,680","1,022,022,470,278","1,539,332,552,981",543951262481.0,35192966907.0,36112962565.0,30170382586.0,30170382586.0,"219,310,595,000",,,,,,,,,,
2240,KIS_Wire,금속,2021,Q3,"241,612,543,426","1,166,405,857,404","1,408,018,400,830","172,529,218,050","99,252,303,238","271,781,521,288","1,083,607,043,341","1,136,236,879,542",124354891641.0,10906778148.0,24616637795.0,19102510929.0,19102510929.0,"23,000,000,000",,,,,,,,,,
4020,Hyundai_Steel,금속,2021,Q3,"9,506,802,857,173","23,915,396,936,198","33,422,199,793,371","5,524,917,112,161","10,487,541,109,060","16,012,458,221,221","11,890,620,698,245","17,409,741,572,150",5150011522204.0,780610055306.0,753383907066.0,567449127940.0,567449127940.0,"667,228,925,000",,,,,,,,,,
5490,POSCO_Holdings,금속,2021,Q3,"24,842,655,660,060","38,510,944,972,349","63,353,600,632,409","6,270,412,022,556","8,764,362,173,631","15,034,774,196,187","48,997,388,311,193","48,318,826,436,222",11314723632472.0,2295695564204.0,2474422454328.0,1840068246557.0,1840068246557.0,"482,403,125,000",,,,,,,,,,
10130,Korea_Zinc,금속,2021,Q3,"4,017,076,054,123","3,947,580,079,724","7,964,656,133,847","911,789,424,480","84,510,269,367","996,299,693,847","6,897,776,178,747","6,968,356,440,000",1705841344379.0,218873476339.0,251070627501.0,185739513536.0,185739513536.0,"94,350,000,000",,,,,,,,,,
103140,Poongsan,금속,2021,Q3,"1,296,324,801,634","1,407,286,666,990","2,703,611,468,624","796,077,127,119","276,963,859,631","1,073,040,986,750","982,153,457,185","1,630,570,481,874",637348338581.0,65651992119.0,81514243387.0,61423507420.0,61423507420.0,"140,121,390,000",,,,,,,,,,
104700,Korea_Steel,금속,2021,Q3,"564,960,423,852","299,871,019,034","864,831,442,886","139,186,962,110","22,603,154,270","161,790,116,380","165,888,740,882","703,041,326,506",245756139195.0,33652166426.0,36522212942.0,27800639656.0,27800639656.0,"46,050,000,000",,,,,,,,,,
