code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
670,Youngpoong,금속,2024,Q3,"953,484,898,019","1,789,468,919,748","2,742,953,817,767","684,130,862,070","307,303,286,139","991,434,148,209","1,746,050,111,202","1,751,519,669,558",258828948086.0,-19774061492.0,30161636689.0,32495629678.0,32495629678.0,"9,210,200,000",32634933006.0,,,,,,,,,
1430,SeAH_Besteel,금속,2024,Q3,"19,118,497,408","1,765,954,152,902","1,785,072,650,310","102,973,483,338","64,603,439,470","167,576,922,808","1,092,658,467,985","1,617,495,727,502",68917196015.0,65690595598.0,65674073047.0,65896599449.0,65896599449.0,"219,310,595,000",65782986901.0,,,,,65896599449.0,,,,
2240,KIS_Wire,금속,2024,Q3,"278,929,588,182","1,170,107,633,007","1,449,037,221,189","105,046,355,766","92,688,345,116","197,734,700,882","1,218,410,993,583","1,251,302,520,307",127112100463.0,6393201829.0,5275641520.0,4043197467.0,4043197467.0,"25,000,000,000",4043197467.0,,,,,,,,,
4020,Hyundai_Steel,금속,2024,Q3,"8,844,464,607,412","22,266,668,966,676","31,111,133,574,088","5,699,621,328,416","6,748,412,048,429","12,448,033,376,845","13,275,719,798,195","18,663,100,197,243",4462964092498.0,32077512103.0,-75464393650.0,-61903534119.0,-61903534119.0,"667,228,925,000",-182326110812.0,,,,,,,,,
5490,POSCO_Holdings,금속,2024,Q3,"3,234,070,359,383","47,514,555,642,079","50,748,626,001,462","110,703,415,562","2,369,527,984,628","2,480,231,400,190","47,992,190,576,093","48,268,394,601,272",402269511667.0,309822127360.0,348506624572.0,334994032159.0,334994032159.0,"482,403,125,000",365710511443.0,,,,92447384307.0,,,,,
10130,Korea_Zinc,금속,2024,Q3,"4,902,346,437,819","6,501,405,659,235","11,403,752,097,054","2,653,573,649,770","83,861,374,693","2,737,435,024,463","7,472,468,353,905","8,666,317,072,591",2029279408179.0,179207100712.0,263255951510.0,195115985305.0,195115985305.0,"104,542,940,000",199470722479.0,,,,,,,,,
103140,Poongsan,금속,2024,Q3,"1,809,617,282,656","1,701,792,952,883","3,511,410,235,539","1,123,906,363,537","241,124,144,125","1,365,030,507,662","1,480,204,516,337","2,146,379,727,877",829661021144.0,70648731380.0,63293755633.0,47599414988.0,47599414988.0,"140,121,390,000",39274595742.0,,,,,,,,,
104700,Korea_Steel,금속,2024,Q3,"598,685,213,097","287,046,840,440","885,732,053,537","54,241,022,859","37,590,351,428","91,831,374,287","285,621,693,889","793,900,679,250",142434555541.0,2344842706.0,7822259423.0,5246429517.0,5246429517.0,"46,050,000,000",5595714835.0,,,,,,,,,
