,name,year,quarter,sector,Relative Return,영업이익 변화율,소비자물가지수 변화율,부채총계 변화율,유동부채 변화율,이익잉여금 변화율,비유동부채 변화율,Label,Code
5,한화,2023,Q3,에너지_화학,-0.1137787505712034,0.6689269946581458,-0.028955398190522508,0.03428575893546082,-0.1063448453825735,0.005070895330064884,0.2831172653168097,0.06789821303561219,000880
5,한국쉘석유,2023,Q3,에너지_화학,0.11795366795366793,0.06936710563264725,-0.028955398190522508,-0.07261375859929742,-0.07813904552383344,0.10259957821164467,0.08758831985721205,-0.04740177439797208,002960
5,태광산업,2023,Q3,에너지_화학,0.022519478886202097,0.387984849066181,-0.028955398190522508,0.05202566693391253,0.038053548201682386,-0.0028482136496117416,0.07073186645380636,0.05806270647634486,003240
5,삼성정밀화학,2023,Q3,에너지_화학,-0.033932134017023705,-0.4997784633410045,-0.028955398190522508,0.051721019222021436,0.05378857076988086,0.02307297606136416,0.017646436139695743,-0.2817709610981643,004000
5,효성,2023,Q3,에너지_화학,0.06717388159221001,-8.516586374850377,-0.028955398190522508,-0.0015370117977532294,-0.06263593019596736,0.003449225309517301,0.024433588179026078,-0.16641416349233173,004800
5,SK케미칼,2023,Q3,에너지_화학,0.05176628390914103,-4.704212175960705,-0.028955398190522508,-0.11005119187478296,-0.11745302363953669,0.0006257350606932999,-0.101664041106734,0.029458673432543908,006120
5,대한유화,2023,Q3,에너지_화학,0.21189306189306187,-1.4703275772710598,-0.028955398190522508,-0.039257337788305535,-0.06419599569955492,0.009628093215088729,0.1641240766977472,-0.20069021246227506,006650
5,국도화학,2023,Q3,에너지_화학,-0.17799185246914162,-0.8511855492935669,-0.028955398190522508,0.06908712497797165,0.08744201875394397,0.003757871815522229,-0.0034136438429478444,-0.09615814877157773,007690
5,한화케미칼,2023,Q3,에너지_화학,-0.14144989144989145,-1.0057798925057826,-0.028955398190522508,0.05992525628173384,0.13823905251572133,-0.00636837096522358,-0.012512255949679418,-0.2136681476471225,009830
5,OCI,2023,Q3,에너지_화학,-0.014162995870312965,-39.08956974938121,-0.028955398190522508,-0.3212221039475881,-0.6191616634043191,0.05367835690292733,0.0006964005745351276,-0.18592472848978844,010060
5,S-Oil,2023,Q3,에너지_화학,-0.08708396956804601,23.51275677837776,-0.028955398190522508,0.18839232070276446,0.19066552815102678,0.07764558528598187,0.18251076493330465,0.058710795737404564,010950
5,롯데케미칼,2023,Q3,에너지_화학,0.060036112667691564,-0.931521488520397,-0.028955398190522508,0.05450085820413042,0.09111393280844693,0.0014177697639161657,0.013106746565890282,-0.26315182541908133,011170
5,금호석유,2023,Q3,에너지_화학,0.06366348159390081,-0.12674879268183759,-0.028955398190522508,0.15281679871760456,0.0957091167779558,0.016310626491690794,0.4221667850630384,-0.049396631828727014,011780
5,SKC,2023,Q3,에너지_화학,-0.12462022310776313,-0.49886461915722413,-0.028955398190522508,0.1116884254504098,0.2933456224615407,-0.004926907005666337,-0.007911685583317452,0.2118425897943526,011790
5,한솔케미칼,2023,Q3,에너지_화학,-0.038264594487301976,0.2246085465745109,-0.028955398190522508,0.10825267397788552,0.07644309538674632,0.03984386632581183,0.15484604764535725,-0.013607867947747113,014680
5,동원시스템즈,2023,Q3,에너지_화학,-0.1442669942669943,-0.16705949769251027,-0.028955398190522508,0.004664942287154972,0.0645303544152589,0.06554819063206252,-0.08798012672036493,0.45998914414974135,014820
5,유니드,2023,Q3,에너지_화학,0.3692847199914338,-0.9621210143159994,-0.028955398190522508,-0.25218264631367615,-0.266113232381204,-0.006936364845405718,-0.11203155406767673,-0.12843421011933323,014830
5,남해화학,2023,Q3,에너지_화학,-0.047419668387410345,-0.52553244887549,-0.028955398190522508,0.09395666075609532,0.09372959017551108,0.004114750416720714,0.10291942238267304,-0.10077892217419211,025860
5,LG화학,2023,Q3,에너지_화학,-0.2186985772512089,-34.65370705244123,-0.028955398190522508,0.10006291255108524,-0.2518201930373156,0.008320860658242779,0.3646208116350991,-0.17609553496280195,051910
5,휴켐스,2023,Q3,에너지_화학,0.018362248137529014,-0.30355373633143523,-0.028955398190522508,0.22194538719796153,0.32359394327685,0.04751545619564945,-0.08627374953728162,-0.19265558888339043,069260
5,GS,2023,Q3,에너지_화학,0.13929367243458918,8.941704846877261,-0.028955398190522508,-0.0011573492355654302,-0.015499425947187118,0.03735759724236121,0.00649251912658233,0.06084108710628855,078930
5,휴비스,2023,Q3,에너지_화학,-0.0008551094757991498,0.23340687254533,-0.028955398190522508,0.09792071482563824,0.15035219348022588,-0.11043913113725401,0.009020990159470443,-0.13721183696751085,079980
5,후성,2023,Q3,에너지_화학,-0.08897562997241454,-2.364900547108394,-0.028955398190522508,0.04664453669306168,-0.05702322521553249,-0.014489309292017527,0.1273836199435221,-0.33275896257206167,093370
5,SK이노베이션,2023,Q3,에너지_화학,-0.2619666205261195,-2.4206134823429517,-0.028955398190522508,-0.1508068126185821,-0.36178815832300415,-0.0010798243462168955,0.057828352231692914,-0.15580615304060402,096770
5,코오롱인더,2023,Q3,에너지_화학,-0.19522229052615794,-0.8272456695222417,-0.028955398190522508,-0.017044840230758362,-0.021449338547169905,-0.012751916968439025,-0.00013325719290102622,-0.17506604833355716,120110
