,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,유동자산 변화율,법인세차감전 순이익 변화율,부채총계 변화율,Label,Code
28,조선내화,2017,Q4,철강_소재,0.017869906518189704,-0.037501053475453516,-0.021686761534230548,-0.008646883777524206,-2.2307844154507523,-0.04557723451651319,0.007037621851439391,000480
28,영풍,2017,Q4,철강_소재,-0.05246661892109041,0.009849262092502364,0.0024307954293498746,-0.06439633936502254,0.6238902292399693,-0.058757533884563284,-0.027564313265343393,000670
28,동국제강,2017,Q4,철강_소재,-0.0005269813131925025,-0.021753692702076277,0.0026341123668625066,-0.0408703270735582,9.186698053215881,-0.05117072869042538,0.08776384366769185,001230
28,세아베스틸,2017,Q4,철강_소재,-0.10925485369160348,-0.005993208347597645,0.008548447824750616,-0.2065014170420102,-0.5978302708073445,-0.20943749432758596,0.05553319362687495,001430
28,고려제강,2017,Q4,철강_소재,-0.002723470692834566,-0.0030959751382901857,-0.0033805765268788424,-0.038996024218481584,-0.5923676171178448,-0.02941017813961888,-0.030799811837928508,002240
28,세아제강,2017,Q4,철강_소재,-0.01768133366025288,-0.028781016141407156,-0.046701862299999286,-0.09154783500615249,-1.9997069116876034,-0.057412475223023285,0.10013072101741091,003030
28,현대제철,2017,Q4,철강_소재,-0.05167098592746001,0.014950989570541307,0.019279136994692303,0.03704577201487269,0.18185469799529685,0.01878701295539753,0.3402138495149612,004020
28,삼광글라스,2017,Q4,철강_소재,0.1914579202423202,0.08738041661130991,-0.09654406905530322,-0.2563290244632762,29.87857729485094,-0.03292215737735538,-0.033373232376618975,005090
28,POSCO,2017,Q4,철강_소재,0.08341217757263861,-0.011854044177287304,0.006276362458872198,0.07729151567007952,-0.22255938799388353,0.04195904588896204,0.13645240657106558,005490
28,무림P&P,2017,Q4,철강_소재,0.5399634807658368,-0.0126772030271729,0.03352825926672809,0.0972644616346936,1.4875815087417346,-0.007099230328169948,0.11432067015732855,009580
28,고려아연,2017,Q4,철강_소재,-0.01724401903186206,0.003636577317198686,0.014770035250217806,-0.0055516809269471334,-0.16618948838389525,-0.14054865871931366,-0.051965645577934316,010130
28,SK텔레콤,2017,Q4,커뮤니케이션서비스,-0.019053309746288723,0.020317736934436725,0.01231973225323002,0.037929439711723134,-0.686903687896249,0.03827884831800432,-0.06036099655273837,017670
28,제일기획,2017,Q4,커뮤니케이션서비스,-0.03791708898999439,-0.017580467437628755,0.03357778067484363,0.12500038207036956,0.4519926153559608,0.12484538547706991,0.07672048559557727,030000
28,KT,2017,Q4,커뮤니케이션서비스,0.00493876419356485,0.00939795531914811,-0.01670451978982601,-0.04855291914509041,-1.6429659026843701,0.012219100106762637,-0.015919384177789965,030200
28,LG유플러스,2017,Q4,커뮤니케이션서비스,0.0437630148841488,0.0111354003006634,0.0312683411800343,0.023156424105089224,-0.2262192642684414,0.0009265260068156422,0.02172645455697799,032640
28,SBS,2017,Q4,커뮤니케이션서비스,0.09360478545121158,0.021916729151953307,0.02876505594531209,0.24284380840669528,-6.05363008647429,0.27711316374841455,0.01635574230050323,034120
28,NAVER,2017,Q4,커뮤니케이션서비스,0.023345685819727034,-0.005163777138484815,0.05905787436210197,0.1611955064522974,0.0057577400779051935,0.10308284106135113,-0.09113799412642466,035420
28,엔씨소프트,2017,Q4,커뮤니케이션서비스,0.03490457706709513,0.13454223644000574,-0.15671930016408875,0.08350560013703712,-0.5959295636431599,0.1948349989264646,-0.19370084818128563,036570
28,풍산,2017,Q4,철강_소재,-0.11710753599660606,0.007015148590192366,-0.015398523366189631,-0.020044570362744873,-0.09263638267549346,0.0075878790553800535,0.08335828385377464,103140
28,한국철강,2017,Q4,철강_소재,0.011178623263612596,-0.28373852777610187,-0.09534731804232177,0.022748414372167902,-12.756769142781083,-0.15819384066100062,0.1848574580313291,104700
