,name,sector,year,quarter,Relative Return,자본총계 변화율,이익잉여금 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,전체 주식 수 변화율,발행금액 변화율,Label,Code
4,Kyungbang,유통,2023,Q3,-0.11759751036169562,-0.006335763904617986,-0.006195354171149248,-0.03896103896103886,0.0021566395604083466,-0.0015350892365368907,0.0,-0.0015350892365368907,-0.0015350892365371127,-0.0015350892365371127,-0.10705879904123497,000050
4,Hite_Jinro,음식료·담배,2023,Q3,-0.08994987313571379,-0.011470825467099433,-0.039699472260998014,-0.03896103896103886,0.0021566395604083466,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.08967059887248052,000080
4,Yuhan_Corporation,제약,2023,Q3,0.15508310796901675,-0.004898653854523927,-0.0061756230885789964,-0.03896103896103886,0.0021566395604083466,-0.0015427205324207716,0.9608382616970905,-0.0015427205324209936,-0.0015427205324207716,-0.0015427205324205495,0.27234032762498045,000100
4,CJ_Logistics,운송·창고,2023,Q3,-0.09070208552509432,-0.017443120431162473,-0.05478542172599554,-0.03896103896103886,0.0021566395604083466,-0.0015799434160097547,-0.9550000000000001,-0.0015799434160097547,-0.0015799434160097547,0.0,0.09880020821330142,000120
4,Doosan_Corp,기타금융,2023,Q3,-0.12121228960672698,0.0035865908306648153,0.0031808135531959936,-0.03896103896103886,0.0021566395604083466,-0.0015727644994940615,0.15025771663518572,-0.0015727644994938395,-0.0015727644994938395,-0.0015727644994940615,0.2807863441068099,000150
4,DL_Holdings,화학,2023,Q3,-0.2708427984706853,0.0005416809406367795,0.0003100934171623715,-0.03896103896103886,0.0021566395604083466,-0.001164960506809809,-0.023161839803195416,-0.0014633272358017813,-0.0015156852561477585,-0.0011649606437071913,0.0688781787577624,000210
4,Ildong_Pharmaceutical,제약,2023,Q3,-0.3613270855250943,-0.11008939861201239,-0.5018516939824702,-0.03896103896103886,0.0021566395604083466,-0.0015361932581123838,-0.0015361932581126059,-0.0015361932581126059,-0.0015361932581123838,-0.0015361932581123838,0.4405113520605537,000230
4,Hankook_Tire_Worldwide,기타금융,2023,Q3,-0.05071880793312107,-0.006373449779369489,-0.018450050671899865,-0.03896103896103886,0.0021566395604083466,-0.0015501074855290842,-0.0015501074855288621,-0.0015501074855288621,-0.0015501074855290842,-0.0015501074855288621,-0.027517578654944162,000240
5,Kia_Corp,운송장비·부품,2023,Q3,0.040187485027052924,-0.016145357304431007,-0.017826781486528498,-0.03896103896103886,0.0021566395604083466,0.0035198451003426445,-1.6724587315377932,-0.0027166802874210028,-0.0010482244567433519,0.010381658730235332,-0.04557076974184312,000270
5,Chosun_Refractories,비금속,2023,Q3,1.2072203374292096,0.004299589968652984,0.005330906815099179,-0.03896103896103886,0.0021566395604083466,-0.0015263735888777497,1.3293103412341174,-0.0015263735888775276,-0.0015263735888777497,-0.0015263735888777497,0.0,000480
4,Dong-A_Socio_Holdings,기타금융,2023,Q3,-0.04452284024207545,-0.0009552028056170059,-0.0014097993813733112,-0.03896103896103886,0.0021566395604083466,-0.001536094608510119,-0.17645270216204967,-0.001536094608510119,-0.001536094608509897,-0.001536094608510119,0.22592378432705484,000640
