,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
0,CJ대한통운,2025,Q2,산업재,-0.21681650173406167,0.024878147396259598,0.0049740573789289755,0.0440458623868456,0.02421933674114629,0.43353823134630143,0.1721830779538691,-0.21681650173406167,000120
0,두산,2025,Q2,산업재,0.1693963132657215,0.01879440091680684,0.2679450852948799,0.13887962187174496,0.019784573095067648,-0.12719822976993367,0.11286569439758054,0.1693963132657215,000150
0,LG상사,2025,Q2,산업재,-0.18446226534160085,-0.022982352945662532,0.0019836326535211946,-0.13268928877211783,-0.0041714398862336965,-3.957085450592365,0.15817200868869996,-0.18446226534160085,001120
0,대한항공,2025,Q2,산업재,-0.14692327594671628,0.05181646584119859,0.021097738939963362,0.007592793609690007,0.04067838678378144,0.13685176516494635,0.05200790013568923,-0.14692327594671628,003490
0,S&T중공업,2025,Q2,산업재,0.4075180597225566,0.015962047545768243,0.02471559939353063,0.30606420069469564,0.03559980806410401,0.7270291147357613,0.11641951224019031,0.4075180597225566,003570
0,LS,2025,Q2,산업재,-0.10500217144488724,-0.002475358229024227,-0.008339696398123597,0.1643486831298253,-0.0012968791191216855,0.18624878623225838,-0.006346506312933542,-0.10500217144488724,006260
0,LS산전,2025,Q2,산업재,0.044131625044742356,0.0141856340112394,-0.0036792735214724592,0.21735271260090072,0.058017041695918925,0.28538022454983536,-0.1876378359437838,0.044131625044742356,010120
0,현대상선,2025,Q2,산업재,-0.233965788724048,-0.04386548644454191,-0.059646791949800715,-0.08298912379758094,-0.05647148231766186,-0.6408903479844141,-0.0012097789766830624,-0.233965788724048,011200
0,SK텔레콤,2025,Q2,커뮤니케이션서비스,-0.15124308725940908,0.037950161489535894,-0.0009490581149510513,-0.010208511249567898,0.00769068485826474,-0.4798596916034712,0.021543828753173955,-0.15124308725940908,017670
0,한국단자,2025,Q2,산업재,-0.2636097307793889,0.008376296093813185,-0.031553663249201946,-0.014957100771132215,-0.00709250328751676,0.8294175291456074,-0.020434136524006608,-0.2636097307793889,025540
0,제일기획,2025,Q2,커뮤니케이션서비스,-0.16750137452139444,-0.03530136309606158,-0.09414100471845666,0.1911582748747187,0.006142817562548197,1.2946235401260182,0.05278094878647588,-0.16750137452139444,030000
0,KT,2025,Q2,커뮤니케이션서비스,-0.18230818170421664,-0.0017320567897416428,-0.0011101900370146245,0.019396809957781036,0.014451971436962197,0.17150362146788156,-0.007433682872924008,-0.18230818170421664,030200
0,LG유플러스,2025,Q2,커뮤니케이션서비스,-0.10386380974314524,-0.0038609875765570623,-0.00646850518829023,0.015632956379758367,0.03163580819139322,0.1915198005561416,-0.027499791004285123,-0.10386380974314524,032640
0,SBS,2025,Q2,커뮤니케이션서비스,-0.264089080606714,-0.027256845708413135,0.16091427492651733,0.1689700748465659,0.007082964006054571,-3.4144178462767703,1.148762916507843,-0.264089080606714,034120
0,NAVER,2025,Q2,커뮤니케이션서비스,-0.0597181738166874,0.03932088104919873,0.04103941833623659,0.054402032251687604,0.07024623893910609,0.014511405560782453,0.067090396935098,-0.0597181738166874,035420
0,엔씨소프트,2025,Q2,커뮤니케이션서비스,0.1263068249031927,0.03556187413273504,0.018902590845898404,-0.002738379980772976,0.02014034891182992,0.5978899237888724,-0.04315481162992696,0.1263068249031927,036570
0,대우인터내셔널,2025,Q2,산업재,-0.19310428750647105,0.03835601192088811,0.004757908639318131,-0.015385726841040004,0.014185987069811334,0.3126097349219068,0.054818144955175896,-0.19310428750647105,047050
0,한국항공우주,2025,Q2,산업재,-0.2649133931611497,0.018783768554610836,0.07629648152854185,0.17968560001987632,0.032459697328324655,0.687833565470622,-0.14511971790372458,-0.2649133931611497,047810
0,한전KPS,2025,Q2,산업재,0.02928645610401795,-0.020252312548959095,-0.038268574789920184,0.5963785596410505,0.035827810878109156,9.598830303509775,0.5890948364349744,0.02928645610401795,051600
0,현대글로비스,2025,Q2,산업재,0.29971233783300233,0.0246541477886284,-0.014058278107041078,0.04000446336294483,0.056639234200835276,0.051820346924547955,-0.09568453481324146,0.29971233783300233,086280
