,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,F_총포괄손익 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code
0,100,Yuhan_Corporation,제약,2024,Q3,0.003669840993373197,0.009167616294256886,0.0066816994447302935,0.09838954993497584,-0.06624320322990718,0.08792101488063064,-0.012573441226012338,-0.012991342476283974,-0.1370700136787817,-2.462311349138303,-0.27259044526318665,0.03246917464901855,0.03246917464901855,-0.0,-0.39095566551469796,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.05674568795778523,-0.0,-0.0,-0.0,0.0,-0.37680161571651527,-1.244329104190696,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.031086916734876097,0.031086916734876097,000100
1,100,Yuhan_Corporation,제약,2024,Q2,-0.07902208666382382,0.006281401579499746,-0.03055764289325591,-0.23632179249996854,0.5072802986534846,-0.1280674303001239,-0.012744224911674484,-0.009427923683566819,-0.18811249781168504,-1.5612947115842926,0.2640870695217775,0.3256700866717914,0.3256700866717914,-0.0,0.4804064866057416,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.01979840167061564,-0.0,-0.0,-0.0,0.0,0.8054689425353863,-0.45640853351251476,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06376366180384421,0.031086916734876097,000100
2,100,Yuhan_Corporation,제약,2024,Q1,-0.0015356074535868292,-0.007970390943398131,-0.005181358689859472,-0.021421411239838317,-0.052434805547293184,-0.025822204807608218,-0.0020405948426291953,-0.0008176487784090636,-0.015201529233167532,0.04818819116899653,-1.765336252551153,-0.291708822835151,-0.291708822835151,-0.04588056399212648,0.47111002252590506,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.008599753155233536,-0.0,-0.0,-0.0,0.0,0.9981142664738079,0.9997391749869996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.23831869525258847,0.06376366180384421,000100
3,100,Yuhan_Corporation,제약,2023,Q4,0.021314097610486527,-0.022158028110869532,-0.0028506455988637214,0.02377254315513866,0.08804873031760818,0.033439487523993616,-0.008934289881062263,-0.010874538931739952,0.09006271998670634,0.0633295483121995,-0.13339119871199245,-1.1958351714301148,-1.1958351714301148,-0.0,-6.120077577156735,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,0.03388722209400741,-0.053114360594704424,-0.035339626270167734,-0.04652618226621574,0.0,-0.4854102965728113,-8.092304972661813,-0.07272727272727275,-0.05150621849737691,-0.005072923272035679,-0.0500570528005273,-0.003154574132492094,-0.0,-0.03875133389006269,-0.0,0.0,0.0,0.0,-0.0,-0.04578780240114777,-0.02275765410624553,-0.04790643362319558,0.7770199346530209,-3.0724637681159424,-27.402659420289854,0.27234032762498045,-0.23831869525258847,000100
4,100,Yuhan_Corporation,제약,2023,Q3,-0.05838533905082177,-0.008125964105842876,-0.02984587429177865,-0.1565534283017096,-0.18056740366497448,-0.16010245061413708,-0.0061756230885789964,-0.004898653854523927,0.02736884078865731,0.7177510711753748,0.44606395688133127,0.2808902637488593,0.2808902637488593,-0.0,0.6372282634827037,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.106533304958502,-0.0,-0.0,-0.0,0.0,-0.03920365862692332,0.9608382616970905,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.15508310796901675,0.27234032762498045,000100
5,100,Yuhan_Corporation,제약,2023,Q2,0.01758870054898254,-0.042508222507317894,-0.015658034067904447,0.032994539608148465,-1.2870511786151053,-0.05718516736368673,-0.009304753109873332,-0.00807407739364896,-0.11736610746013976,-0.2544449871506649,0.49974067130523625,0.48613700550248373,0.48613700550248373,-0.0,-0.03581078572460239,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,0.03519218134034163,-0.0,-0.0,-0.0,0.0,-1.1133881858348311,-4.490772545279803,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22250029516563236,0.15508310796901675,000100
6,100,Yuhan_Corporation,제약,2023,Q1,-0.01836804631433142,0.001577524476477632,-0.007236377351597323,-0.05980887022207493,-0.06814660590133736,-0.06037432295580314,-0.0035888299430921755,0.001898113080021635,0.011541991898865178,0.0651426491128384,6.5177214124346055,-1.0721403262518279,-1.0721403262518279,-0.04578780240114777,0.0649513465899676,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.08337411073888668,-0.0,-0.0,-0.0,0.0,0.0649513465899677,0.0649513465899677,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08228773858083811,-0.22250029516563236,000100
7,100,Yuhan_Corporation,제약,2022,Q4,0.027049842267886648,-0.06451288948904876,-0.022011261142113492,-0.06423903945112985,0.4249393611060722,-0.006191671358673156,-0.028114435203607124,-0.024780912427657897,-0.02906641957821776,-3.643369942421395,1.4332257287566448,-1.9978147993865303,-1.9978147993865303,-0.0,0.08411112429032375,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,0.12070563315019511,0.06496272630457933,-0.10391165623953125,-0.04656823216522832,0.0,0.08411112429032352,0.08411112429032364,-0.024844720496894457,0.21106713921003417,0.24617590822179725,0.21137033612696732,0.2461953075459733,-0.0,-0.03848685704016086,-0.0,0.0,0.0,0.0,-0.0,-0.04579534004173125,-0.047670681227471645,-0.045623157415442206,-0.045623208349074185,-0.0,-0.0,0.042936475457633724,0.08228773858083811,000100
8,100,Yuhan_Corporation,제약,2022,Q3,0.08671289865982301,-0.042425913368246304,0.021779694834605068,0.11046267180373015,0.2176018739268104,0.12468595199066979,-0.002500101134134569,0.0012218882853022306,0.09374378710583886,0.5847878722024502,0.25037899110723316,0.7087673414065138,0.7087673414065138,-0.0,-0.027777466637555426,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,0.11299650647329962,-0.0,-0.0,-0.0,0.0,-0.027777466637555426,-0.027777466637555426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.11819428013486125,0.042936475457633724,000100
9,100,Yuhan_Corporation,제약,2022,Q2,0.03469491143541803,-0.000108760705929134,0.017503203480213614,0.12041528267870116,-0.01884576191501597,0.10415967647741664,-0.010316175491482893,-0.0018570551705465732,-0.1768676665822233,-1.1465453076035357,0.7752784303612399,0.7839066223015452,0.7839066223015452,-0.0,-0.05652823274213992,-0.38636857995042173,-0.045732630383092276,-0.007975770342554478,-0.2746673361787626,-0.056550678111290775,0.033707865168539186,-0.13207484462760455,-0.0,-0.0,-0.0,0.0,-0.05652823274213992,-0.056528232742139695,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.019865372246513788,0.11819428013486125,000100
