,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,1인평균급여 변화율,보유 주식 수 변화율,실업률 변화율,기초 소유주식 지분율 변화율,Label,Code
12,경방,2021,Q4,경기소비재,0.11458560288894182,0.16812521036687933,0.0,0.14385536497102014,-0.19086646198107693,0.02083333333333348,0.013310580204778377,0.11273574077530271,000050
12,한국타이어월드와이드,2021,Q4,경기소비재,-0.10970540170367923,0.16812521036687933,0.0,-0.25,0.060924711312309476,0.02083333333333348,0.06178977272727271,0.0625080874675382,000240
12,기아차,2021,Q4,경기소비재,-0.09352931069547588,0.16812521036687933,0.07907406796274596,0.11042944785276076,0.03150448497030345,0.02083333333333348,0.16666666666666652,0.2489395792675664,000270
12,SK네트웍스,2021,Q4,경기소비재,-0.04370239017890018,0.16812521036687933,0.0,0.16856197004489837,0.0,0.02083333333333348,-0.29982677555060633,0.09862704115316222,001740
12,넥센타이어,2021,Q4,경기소비재,-0.0898671681252067,0.16812521036687933,0.0,0.0,676.1108087026306,0.02083333333333348,0.015009096422074153,0.10555340955375839,002350
12,일신방직,2021,Q4,경기소비재,0.12097536289771937,0.16812521036687933,0.0,-0.013823262759319555,0.010186160199824545,0.02083333333333348,0.08000000000000007,0.10034451327086681,003200
12,쌍용차,2021,Q4,경기소비재,0.0,0.16812521036687933,0.0,-0.10526315789473684,4.804772357913656e-05,0.02083333333333348,0.0,0.0,003620
12,한솔홀딩스,2021,Q4,경기소비재,-0.012721652324512722,0.16812521036687933,0.0,0.15053763440860224,0.0781909953331803,0.02083333333333348,0.5864868403823491,0.09200862643828282,004150
12,신세계,2021,Q4,경기소비재,0.142305225934181,0.16812521036687933,0.0,0.1428571428571428,0.03244579833629291,0.02083333333333348,0.35805109922757006,0.028396106334845624,004170
12,세방전지,2021,Q4,경기소비재,-0.1311007709151335,0.16812521036687933,0.0,0.001488075583673476,-0.027821260085491017,0.02083333333333348,0.0012054001928640812,0.14686404731615066,004490
12,조광피혁,2021,Q4,경기소비재,-0.03332236173105116,0.16812521036687933,0.0,0.08678765665051968,-0.01181890745123304,0.02083333333333348,0.0,-0.01145081172123865,004700
12,현대차,2021,Q4,경기소비재,-0.10873480546299329,0.16812521036687933,0.0,0.10062893081761004,0.030622788736698325,0.02083333333333348,0.10982142857142829,0.15673450009563625,005380
12,에스엘,2021,Q4,경기소비재,-0.19299051759202757,0.16812521036687933,0.0,0.1273623741227181,-0.11462717754977625,0.02083333333333348,0.10009241076585429,0.2212145441058224,005850
12,동아타이어,2021,Q4,경기소비재,0.0303788828644957,0.16812521036687933,0.0,-0.08414039345639546,0.5977112739612289,0.02083333333333348,0.019494728466282085,0.18558112972490634,007340
12,서연,2021,Q4,경기소비재,-0.2625555570789715,0.16812521036687933,0.0,1.327367424242424,0.049908682084390144,0.02083333333333348,-0.004559270516717451,-0.04566495666202719,007860
12,호텔신라,2021,Q4,경기소비재,0.09639197800045177,0.16812521036687933,0.0,0.1004784688995215,-0.029584590119937748,0.02083333333333348,-0.011560693641618491,-0.04484293689538075,008770
12,한샘,2021,Q4,경기소비재,0.10781259607153161,0.16812521036687933,0.0,0.17313432835820897,0.1344482439766912,0.02083333333333348,-0.07316414023536344,-0.20863710411363448,009240
12,모토닉,2021,Q4,경기소비재,-0.06669869364155254,0.16812521036687933,0.0,0.046619690656428014,0.06472028695592202,0.02083333333333348,-0.044772447724477304,0.02718015906841602,009680
12,화신,2021,Q4,경기소비재,-0.2516506697431294,0.16812521036687933,0.0,0.0,-0.0310737021893277,0.02083333333333348,0.0,0.48293034903419824,010690
12,현대위아,2021,Q4,경기소비재,-0.16840702274294644,0.16812521036687933,0.0,0.1079136690647482,0.17352998924420904,0.02083333333333348,0.0,0.11832228239094274,011210
12,현대모비스,2021,Q4,경기소비재,-0.06442251973389633,0.16812521036687933,0.0,0.11688311688311681,0.26669889482452724,0.02083333333333348,-0.21238012834378828,-0.00024295273202585427,012330
12,에스원,2021,Q4,경기소비재,-0.039635871629437366,0.16812521036687933,0.0,0.0901639344262295,0.0647213941093372,0.02083333333333348,0.0,-0.010809543650706818,012750
12,SK텔레콤,2021,Q4,커뮤니케이션서비스,0.0,0.16812521036687933,-0.31689777996818924,0.3564814814814814,2.5650425014938274,0.02083333333333348,-0.5833333333333333,0.08773444544634806,017670
12,한온시스템,2021,Q4,경기소비재,-0.11040123187774187,0.16812521036687933,0.0,-0.09795930892687266,0.08205761010346979,0.02083333333333348,0.0,0.04592318181284297,018880
12,대교,2021,Q4,경기소비재,-0.030402607471756715,0.16812521036687933,0.0,0.05833333333333335,-0.0028195790496282624,0.02083333333333348,0.15048471290082022,0.015229347291798943,019680
12,한섬,2021,Q4,경기소비재,-0.037190631814859224,0.16812521036687933,0.0,0.043824133211678884,0.36007490521095376,0.02083333333333348,0.0,0.15937944667121864,020000
12,코웨이,2021,Q4,경기소비재,-0.054788999304157884,0.16812521036687933,0.0,0.05024315819586156,0.0012108188714279322,0.02083333333333348,0.25099681020733633,0.08627472523921398,021240
12,롯데쇼핑,2021,Q4,경기소비재,-0.025761574170057908,0.16812521036687933,0.0,0.07219768264870119,0.05492623466468882,0.02083333333333348,-0.0924459290387849,0.1434440746759318,023530
12,삼성물산,2021,Q4,경기소비재,0.06334782947590804,0.16812521036687933,0.0,0.1875,0.011396069453075919,0.02083333333333348,-0.34817094313453556,0.060794711524649714,028260
12,제일기획,2021,Q4,커뮤니케이션서비스,0.053170724149639484,0.16812521036687933,0.0,0.1542056074766356,0.03617820501313296,0.02083333333333348,0.005629838142153343,0.15199566637072034,030000
12,KT,2021,Q4,커뮤니케이션서비스,0.14851824649369097,0.16812521036687933,0.0,0.08284023668639051,0.028893120916761994,0.02083333333333348,-0.07154213036565982,0.1586502241113292,030200
12,LG유플러스,2021,Q4,커뮤니케이션서비스,-0.000608172588038261,0.16812521036687933,0.0,0.2068965517241379,0.06125349617118436,0.02083333333333348,-0.21650485436893208,0.09758954439189928,032640
12,세종공업,2021,Q4,경기소비재,-0.24124051674864352,0.16812521036687933,0.0,-0.0026349392950524297,0.012904067564413424,0.02083333333333348,-0.06618429453075125,0.0340819679215064,033530
12,SBS,2021,Q4,커뮤니케이션서비스,-0.17431773481253424,0.16812521036687933,0.0,0.13809523809523805,-0.027001441879026422,0.02083333333333348,0.0,0.2580628085436099,034120
12,강원랜드,2021,Q4,경기소비재,0.1107764360075364,0.16812521036687933,0.0,-0.4458303847337467,0.05224683901781191,0.02083333333333348,0.0,0.0692287827746369,035250
12,NAVER,2021,Q4,커뮤니케이션서비스,-0.14451072937758436,0.16812521036687933,0.0,0.26636569977302504,0.04774530708538438,0.02083333333333348,0.003472222222222321,-0.0954829628050622,035420
12,엔씨소프트,2021,Q4,커뮤니케이션서비스,-0.2564782964394233,0.16812521036687933,0.0,0.01115553480003073,0.0,0.02083333333333348,0.24895659432387318,-0.017878067465355606,036570
12,한라홀딩스,2021,Q4,경기소비재,-0.09385204329762242,0.16812521036687933,0.0,0.39855072463768115,0.06943341431796735,0.02083333333333348,0.17929606625258798,0.045863412441984046,060980
12,S&T모티브,2021,Q4,경기소비재,-0.09225039939661969,0.16812521036687933,0.0,0.007751937984496138,0.049416930525984615,0.02083333333333348,-0.46210696049449074,0.1283931401326397,064960
12,현대백화점,2021,Q4,경기소비재,0.053353447813784566,0.16812521036687933,0.0,0.02400000000000002,-0.06168537599580892,0.02083333333333348,0.0,0.0628408030113646,069960
12,금호타이어,2021,Q4,경기소비재,-0.1587319503762456,0.16812521036687933,0.0,0.03333333333333344,-0.06803339816910636,0.02083333333333348,0.0,0.10649287988589434,073240
12,현대리바트,2021,Q4,경기소비재,0.03888448240797241,0.16812521036687933,0.0,0.0,0.04834868549033389,0.02083333333333348,0.0,-0.09805862861773823,079430
12,베이직하우스,2021,Q4,경기소비재,-0.21318052534526669,0.16812521036687933,0.0,-0.11292207792207787,-0.046752385466773516,0.02083333333333348,0.019775739041794083,0.08457968983111136,084870
12,LF,2021,Q4,경기소비재,-0.019154429698407,0.16812521036687933,0.0,-0.050000000000000044,0.0915290522510468,0.02083333333333348,0.17829243865798716,0.11558250575306733,093050
12,한세실업,2021,Q4,경기소비재,0.09188413763263552,0.16812521036687933,0.0,0.01195899378547094,0.0023151494517383853,0.02083333333333348,-0.0748003102505137,0.0585084272566598,105630
12,영원무역,2021,Q4,경기소비재,0.12045423480383047,0.16812521036687933,0.0,0.04166666666666674,0.1003709130822783,0.02083333333333348,-0.11111111111111116,0.06151415048307723,111770
