,name,sector,year,quarter,Relative Return,자본총계변화율,비유동부채변화율,비유동자산변화율,이익잉여금변화율,자산총계변화율,Label,Code
1,Doosan_Corp,Conglomerate,2024,Q2,0.6138203073892234,0.000517960737378087,-0.02137027107148648,-0.006085550271659468,0.0012274237844323022,0.01337574883331405,0.3950007047817071,000150
1,DL_Holdings,Conglomerate,2024,Q2,-0.009477761175663027,-0.0008048396014757042,0.6988832508962397,0.0016719761976460301,-0.0004414926622158255,0.021908791608291622,0.0899010286286876,000210
1,Dong-A_Socio_Holdings,Conglomerate,2024,Q2,0.11725491209166372,0.010184083553325451,0.3268231025111954,-0.00014498803666929128,0.015986620400102125,0.0309552838224032,-0.13934054440502028,000640
1,Hanwha_Corp,Conglomerate,2024,Q2,0.0035189770946552276,0.06657711051794535,0.06445141484056305,0.0027387968531801254,0.02161412988362743,-0.017447338674708046,-0.03332406088853676,000880
1,CJ_Corp,Conglomerate,2024,Q2,0.33569021716063213,-0.05183220014249712,0.12451928963161796,-0.04897929944839419,-0.0833451866729138,-0.025248577605573308,-0.06984132382824709,001040
1,LG_International,Conglomerate,2024,Q2,-0.1248183518385029,-0.059429365849587024,0.0014272511612470895,-0.0465708756635983,-0.0446083290727759,-0.04813797823827781,0.1065480375470976,001120
1,Orion_Corp,Agriculture_&_Food,2024,Q2,-0.08621009326483335,-0.00017266688949968412,1.2205710953727689e-05,-0.0010536108177958692,0.08220392705451973,0.0077275297866395976,0.06111834999611367,001800
1,LG_Corp,Conglomerate,2024,Q2,-0.03005841900807404,-0.0014523091125289156,-0.11576744954330498,-0.028751681469092016,-0.0056100959501161896,0.04605345517674653,-0.10507583852266733,003550
1,Namyang_Dairy_Products,Agriculture_&_Food,2024,Q2,-0.12477986830945334,0.021851309348612125,0.014453368594926519,0.03725721260958326,0.019939844469459622,0.021413290378372474,-0.02198634200364806,003920
1,Hansol_Holdings,Conglomerate,2024,Q2,0.01002010484130516,-0.00390098434713404,0.04948722904194047,-0.0416287539144633,-0.005906566838412619,0.012609969393345577,-0.11948955102753683,004150
1,Nongshim,Agriculture_&_Food,2024,Q2,-0.1456565141860992,-0.011486982893819775,-0.30199846808694164,0.007817650460232417,-0.011775325988728547,-0.002090545536736821,0.3101608124470829,004370
1,Binggrae,Agriculture_&_Food,2024,Q2,-0.052890073156404066,-0.04789409378088316,0.13710285333258743,-0.029328965966966436,-1.188174274963242,-0.02371644105703208,0.7591157397479852,005180
1,Hyundai_Green_Food,Agriculture_&_Food,2024,Q2,0.11446475619508911,-0.03248592428032171,-0.07264498646630013,-0.13817436168969133,-0.004784546178857152,-0.005396431380056299,0.03199666489730531,005440
1,SPC_Samlip,Agriculture_&_Food,2024,Q2,-0.13093412406434807,-0.11633563873725827,-0.4474717544309579,-0.00027421780842651344,-0.1221050543554496,-0.054150477264904406,-0.03910081837762301,005610
1,Crown_Confectionery,Agriculture_&_Food,2024,Q2,-0.00261901301711015,0.002100412888036529,0.020565296325791627,0.00048499109324728895,0.0032769239754928403,0.015138866181697797,0.11352249189861008,005740
1,LS_Corp,Conglomerate,2024,Q2,0.1722390512822818,-0.04237806548112233,-0.00982263564640129,-0.0520086698787845,-0.043609339201115205,0.0014973255880441627,0.2532388907229586,006260
1,Ottogi,Agriculture_&_Food,2024,Q2,-0.062311919591504616,-0.014038788911270084,0.3089377603735759,0.018379229071753933,-0.014554249873378833,-0.0020744824425829034,0.06701427411813368,007310
1,Muhak,Agriculture_&_Food,2024,Q2,-0.10162371734431361,-0.023195903344505497,0.2987218507758467,-0.40349631327945334,-0.02353344491693421,-0.018547712025271723,0.22339383059497972,033920
1,SK_Holdings,Conglomerate,2024,Q2,-0.04145197046770586,-0.0019750424984057435,0.021018877371066114,0.0025055215402191022,0.00334639405142656,0.015791179324980198,-0.13690724812931154,034730
1,Farmsco,Agriculture_&_Food,2024,Q2,-0.1072241660813642,0.010901750482782413,-0.14977126346611702,-0.004739970226003809,0.0159170379132223,-0.04193867079413427,-0.0699085377715211,036580
1,Dongwon_F&B,Agriculture_&_Food,2024,Q2,-0.03118424375052602,-0.011694286229297912,0.01780156230399621,-0.013098982958047234,-0.2760204640305106,0.020804756126083457,0.3029792754147996,049770
1,Halla_Holdings,Conglomerate,2024,Q2,-0.0345454030749881,-0.016069406576879164,-0.20598512503502553,-0.0053639130305258576,-0.01849599631665777,0.013091615933752965,-0.016840544405020273,060980
1,GS_Holdings,Conglomerate,2024,Q2,0.1402961050998534,-0.0015832999360090305,0.4207963514071873,-0.0017587171313580008,-0.002187011363355529,0.04450594571239841,-0.05380153003130364,078930
1,Samyang_Foods,Agriculture_&_Food,2024,Q2,0.11261521045333844,-0.038451723489489886,-0.020642458309470868,-0.026119635765212035,-0.06121541327657165,-0.04429906745965195,-0.007243615422294746,145990
