,name,sector,year,quarter,Relative Return,자본총계변화율,비유동부채변화율,비유동자산변화율,이익잉여금변화율,자산총계변화율,Label,Code
11,Doosan_Corp,Conglomerate,2021,Q4,0.1299229727722137,0.016099854476457676,0.19401880024717888,-0.052358933107452765,0.017168454771196107,-1.3633517968791864e-05,0.21133524785023414,000150
11,DL_Holdings,Conglomerate,2021,Q4,0.037025635088381484,-0.005060249794284877,-0.10401204579725531,-0.017072759320268638,0.009170287232970531,-0.015963712174731803,-0.17137325112026716,000210
11,Dong-A_Socio_Holdings,Conglomerate,2021,Q4,0.040815848326394545,0.025317292267324487,-0.17841690655666498,0.007940999890097555,0.033815740770788305,0.0049379707999615,0.013365704703025994,000640
11,Hanwha_Corp,Conglomerate,2021,Q4,0.162941840696742,-0.015568477463883568,0.04245693026686714,-0.006524349602990975,-0.022178773968796195,0.009323077838029659,-0.06038060798133979,000880
11,CJ_Corp,Conglomerate,2021,Q4,0.004967582981369761,-0.0034745447164747922,-0.005331462099485984,0.0007903595871687763,-0.005618432515553717,-0.00735836031585424,-0.1356138871337087,001040
11,LG_International,Conglomerate,2021,Q4,0.1948721745138683,-0.06296833133230462,0.04745486482739758,-0.014081025284972792,-0.06261109790107455,0.031241124541878218,-0.21211013717105892,001120
11,Orion_Corp,Agriculture_&_Food,2021,Q4,0.05950485366267645,-0.0014506661039928037,0.06980858259304012,-7.716800276091895e-05,-0.10134816901972954,-0.00037321262561329505,-0.01996762863030734,001800
11,LG_Corp,Conglomerate,2021,Q4,-0.002337478578137764,0.020880378260725307,0.07791965410516821,0.029044838128328143,0.023566498138112735,0.017619846454958843,-0.11580544707307734,003550
11,Namyang_Dairy_Products,Agriculture_&_Food,2021,Q4,-0.34805517222242643,0.010804385777449577,0.10985991829670982,0.006942762646226841,0.010582437376386533,0.01545587000872628,-0.036799792139622894,003920
11,Hansol_Holdings,Conglomerate,2021,Q4,-0.07326448812541216,-0.005800076194769854,0.15527915134834247,0.0008666409037156875,-0.007566556263487234,-0.0051251462809234205,-0.10244998645513093,004150
11,Nongshim,Agriculture_&_Food,2021,Q4,-0.0186980640167506,-0.013038746076905028,-0.01669080952966917,-0.004937094539328557,-0.01368804531618606,-0.017214176456394448,0.1368224948264828,004370
11,Binggrae,Agriculture_&_Food,2021,Q4,-0.025737404586276866,0.07321151795376668,0.3760392492570819,-0.0015386895494984287,1.2482416508711893,0.047154405793725096,-0.04504137494299171,005180
11,Hyundai_Green_Food,Agriculture_&_Food,2021,Q4,-0.04517563078817431,0.019603113966319974,0.12170280429379987,0.015216605494624669,0.027664523498862947,0.05001645655361209,-0.05512744598190551,005440
11,SPC_Samlip,Agriculture_&_Food,2021,Q4,-0.034653275160835134,-0.057111290562657846,0.013294156491499565,0.005732527710611057,-0.06060129422220317,0.020911846397963396,-0.06715377581645453,005610
11,Crown_Confectionery,Agriculture_&_Food,2021,Q4,-0.1158489093513204,0.0008439254217963432,0.03927710740859214,1.5862535378663445e-05,0.002066922410844496,-0.0004215852846440882,-0.03330096196364067,005740
11,LS_Corp,Conglomerate,2021,Q4,-0.012416791202063737,-0.014714604480987603,0.016818887141622274,-0.008636772116620506,-0.024416208887385604,-0.013333135473771351,-0.13734073171769612,006260
11,Ottogi,Agriculture_&_Food,2021,Q4,-0.00969041975460834,-0.016333604157027226,0.025184436243192998,-0.012910801943636585,-0.017046349537256145,0.011037033394595386,-0.056022050399014825,007310
11,Muhak,Agriculture_&_Food,2021,Q4,0.3099415313865038,0.008249421438959237,0.37901553633428753,-0.021270695918405913,-0.005164414900025838,-0.02128414569718462,-0.22057924942541438,033920
11,SK_Holdings,Conglomerate,2021,Q4,0.03457038191119072,-0.006695981575865817,0.03903922046968877,-0.05639882406120078,-0.020690072776678115,-0.04355545348041612,-0.039464483976219294,034730
11,Farmsco,Agriculture_&_Food,2021,Q4,-0.03404639645491189,0.087795866152382,-0.0004477458358578268,0.05181398161809181,0.1194695274933596,0.018016859450984413,-0.004262500425179134,036580
11,Dongwon_F&B,Agriculture_&_Food,2021,Q4,-0.018686025658470842,-0.00555891526061747,0.26288306870965505,-0.06925133861896993,-0.08244059918061941,0.015390424294438154,-0.040160146678874395,049770
11,Halla_Holdings,Conglomerate,2021,Q4,0.21509415328111664,-0.0035376114727965202,-0.20315010071456174,-0.05173238262338975,0.005671505293495582,-0.0464256600672055,-0.16050816917084787,060980
11,GS_Holdings,Conglomerate,2021,Q4,0.04826340693735876,-0.002156850770996588,-0.2005205986884917,-0.0019339202172357073,-0.0032317014959366563,-0.019485775744470635,-0.11386643815411686,078930
11,Samyang_Foods,Agriculture_&_Food,2021,Q4,0.21109591379624465,0.025041536035250056,0.024292290913738968,-0.002253411658504234,0.06766135738501888,0.016672073939133614,-0.09347190213458084,145990
