접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230914000327,2023-09-14,00131780,SK네트웍스,최성환,등기임원,임원,-,"7,318,145","51,017",3.10,0.02,2023,Q3
20230922000367,2023-09-22,00131780,SK네트웍스,최성환,등기임원,임원,-,"7,355,088","36,943",3.12,0.02,2023,Q3
20231006000492,2023-10-06,00131780,SK네트웍스,최성환,등기임원,임원,-,"7,411,248","56,160",3.14,0.02,2023,Q4
20231017000079,2023-10-17,00131780,SK네트웍스,최성환,등기임원,임원,-,"7,430,661","19,413",3.15,0.01,2023,Q4
20231103000164,2023-11-03,00131780,SK네트웍스,최성환,등기임원,임원,-,"7,455,580","24,919",3.16,0.01,2023,Q4
20231121000223,2023-11-21,00131780,SK네트웍스,최성환,등기임원,임원,-,"7,463,320","7,740",3.16,0.00,2023,Q4
20231208000509,2023-12-08,00131780,SK네트웍스,최성환,등기임원,임원,-,"7,481,744","18,424",3.17,0.01,2023,Q4
20240108000360,2024-01-08,00131780,SK네트웍스,황용민,비등기임원,임원,-,"1,342","1,342",0.00,0.00,2024,Q1
20240215000860,2024-02-15,00131780,SK네트웍스,이호정,등기임원,대표이사,-,"36,746","16,046",0.02,0.01,2024,Q1
20240424000493,2024-04-24,00131780,SK네트웍스,최성환,등기임원,임원,-,"700,000","-6,781,744",0.32,-2.85,2024,Q2
20240520000234,2024-05-20,00131780,SK네트웍스,정석우,등기임원,사외이사,-,"12,883","3,868",0.01,0.01,2024,Q2
20240520000245,2024-05-20,00131780,SK네트웍스,채수일,등기임원,사외이사,-,"8,760","3,868",0.00,0.00,2024,Q2
20240520000259,2024-05-20,00131780,SK네트웍스,이문영,등기임원,사외이사,-,"13,083","3,868",0.01,0.01,2024,Q2
20240820000339,2024-08-20,00131780,SK네트웍스,이호정,등기임원,대표이사,-,"58,746","22,000",0.03,0.01,2024,Q3
20240821000497,2024-08-21,00131780,SK네트웍스,황용민,비등기임원,임원,-,"6,342","5,000",0.00,0.00,2024,Q3
20240821000512,2024-08-21,00131780,SK네트웍스,안무인,비등기임원,임원,-,"10,700","10,000",0.00,0.00,2024,Q3
20240822000461,2024-08-22,00131780,SK네트웍스,류성희,비등기임원,임원,-,"20,700","10,000",0.01,0.01,2024,Q3
20240822000477,2024-08-22,00131780,SK네트웍스,현몽주,비등기임원,임원,-,"10,000","10,000",0.00,0.00,2024,Q3
20240823000566,2024-08-23,00131780,SK네트웍스,유봉운,비등기임원,임원,-,"20,700","10,000",0.01,0.01,2024,Q3
