종목명,CODE,YEAR,QUARTER,공시일,시가,종가,수익률,LLM 예측,판단,Confusion Matrix
한솔테크닉스,004710,2017,Q2,2017-08-11,13723,16486,0.2013,up,true,PP
한솔테크닉스,004710,2017,Q3,2017-11-13,16486,11605,-0.2961,up,false,PN
한솔테크닉스,004710,2017,Q4,2018-03-23,11328,11513,0.0163,up,true,PP
한솔테크닉스,004710,2018,Q2,2018-08-13,9044,6447,-0.2872,down,true,NP
한솔테크닉스,004710,2018,Q4,2019-03-29,6373,5876,-0.078,down,true,NP
한솔테크닉스,004710,2019,Q2,2019-08-13,6480,6960,0.0741,down,false,NN
한솔테크닉스,004710,2019,Q4,2020-03-30,4425,7300,0.6497,down,false,NN
한솔테크닉스,004710,2020,Q1,2020-05-11,7320,9660,0.3197,up,true,PP
한솔테크닉스,004710,2020,Q3,2020-11-13,8860,10100,0.14,up,true,PP
한솔테크닉스,004710,2020,Q4,2021-03-16,10100,9400,-0.0693,down,true,NP
한솔테크닉스,004710,2021,Q1,2021-05-14,9480,8150,-0.1403,up,false,PN
한솔테크닉스,004710,2021,Q2,2021-08-11,8120,6260,-0.2291,up,false,PN
한솔테크닉스,004710,2021,Q3,2021-11-12,6220,6510,0.0466,down,false,NN
한솔테크닉스,004710,2021,Q4,2022-03-15,6410,6240,-0.0265,up,false,PN
한솔테크닉스,004710,2022,Q3,2022-11-11,5480,5490,0.0018,up,true,PP
한솔테크닉스,004710,2022,Q4,2023-03-20,5490,6680,0.2168,up,true,PP
한솔테크닉스,004710,2023,Q1,2023-05-15,6680,6660,-0.003,up,false,PN
한솔테크닉스,004710,2023,Q2,2023-08-11,6680,6360,-0.0479,down,true,NP
한솔테크닉스,004710,2023,Q3,2023-11-14,6340,6470,0.0205,down,false,NN
한솔테크닉스,004710,2023,Q4,2024-03-13,6480,5630,-0.1312,up,false,PN
한솔테크닉스,004710,2024,Q1,2024-05-13,5630,4850,-0.1385,down,true,NP
삼성전자,005930,2016,Q2,2016-08-16,30900,31960,0.0343,up,true,PP
삼성전자,005930,2016,Q3,2016-11-14,31899,41980,0.316,down,false,NN
삼성전자,005930,2016,Q4,2017-03-31,41820,45820,0.0956,up,true,PP
삼성전자,005930,2017,Q1,2017-05-15,45620,44620,-0.0219,up,false,PN
삼성전자,005930,2017,Q2,2017-08-14,45120,56380,0.2496,down,false,NN
삼성전자,005930,2017,Q3,2017-11-14,56380,49220,-0.127,down,true,NP
삼성전자,005930,2017,Q4,2018-04-02,49000,50100,0.0224,down,false,NN
삼성전자,005930,2018,Q1,2018-05-15,50200,45050,-0.1026,up,false,PN
삼성전자,005930,2018,Q2,2018-08-14,44850,44500,-0.0078,down,true,NP
삼성전자,005930,2018,Q3,2018-11-14,44500,44650,0.0034,up,true,PP
삼성전자,005930,2018,Q4,2019-04-01,45200,42650,-0.0564,down,true,NP
삼성전자,005930,2019,Q1,2019-05-15,42700,43000,0.007,up,true,PP
삼성전자,005930,2019,Q2,2019-08-14,43900,52500,0.1959,up,true,PP
삼성전자,005930,2019,Q3,2019-11-14,51900,48300,-0.0694,down,true,NP
삼성전자,005930,2019,Q4,2020-03-30,47050,48000,0.0202,up,true,PP
삼성전자,005930,2020,Q1,2020-05-15,48400,58700,0.2128,up,true,PP
삼성전자,005930,2020,Q2,2020-08-14,58000,63200,0.0897,up,true,PP
삼성전자,005930,2020,Q3,2020-11-16,64000,82000,0.2812,up,true,PP
삼성전자,005930,2020,Q4,2021-03-09,81400,80100,-0.016,up,false,PN
삼성전자,005930,2021,Q1,2021-05-17,80800,74400,-0.0792,up,false,PN
삼성전자,005930,2021,Q2,2021-08-17,74000,70600,-0.0459,up,false,PN
삼성전자,005930,2021,Q3,2021-11-15,71700,70100,-0.0223,down,true,NP
삼성전자,005930,2021,Q4,2022-03-08,68800,66500,-0.0334,down,true,NP
삼성전자,005930,2022,Q1,2022-05-16,67100,60200,-0.1028,up,false,PN
삼성전자,005930,2022,Q2,2022-08-16,60500,62900,0.0397,up,true,PP
삼성전자,005930,2022,Q3,2022-11-14,62900,61500,-0.0223,down,true,NP
삼성전자,005930,2022,Q4,2023-03-07,61400,64100,0.044,up,true,PP
삼성전자,005930,2023,Q1,2023-05-15,64100,67500,0.053,up,true,PP
삼성전자,005930,2023,Q2,2023-08-14,67500,70400,0.043,up,true,PP
삼성전자,005930,2023,Q3,2023-11-14,71000,72400,0.0197,down,false,NN
삼성전자,005930,2023,Q4,2024-03-12,72600,78300,0.0785,down,false,NN
삼성전자,005930,2024,Q1,2024-05-16,80200,76100,-0.0511,up,false,PN
삼성전자,005930,2024,Q2,2024-08-14,77400,50600,-0.3463,up,false,PN
삼성전자,005930,2024,Q3,2024-11-14,50200,53700,0.0697,down,false,NN
삼성SDI,006400,2016,Q1,2016-05-16,103777,116994,0.1274,up,true,PP
삼성SDI,006400,2016,Q2,2016-08-16,116504,90364,-0.2244,down,true,NP
삼성SDI,006400,2016,Q3,2016-11-14,89776,133638,0.4886,down,false,NN
삼성SDI,006400,2016,Q4,2017-03-31,135106,149792,0.1087,up,true,PP
삼성SDI,006400,2017,Q1,2017-05-15,150281,165456,0.101,up,true,PP
삼성SDI,006400,2017,Q2,2017-08-14,167903,208044,0.2391,down,false,NN
삼성SDI,006400,2017,Q3,2017-11-14,208533,186995,-0.1033,up,false,PN
삼성SDI,006400,2017,Q4,2018-03-30,190421,195806,0.0283,down,false,NN
삼성SDI,006400,2018,Q1,2018-05-15,194827,210492,0.0804,up,true,PP
삼성SDI,006400,2018,Q2,2018-08-14,211470,211471,0.0,down,false,NN
삼성SDI,006400,2018,Q3,2018-11-14,211470,207065,-0.0208,down,true,NP
삼성SDI,006400,2018,Q4,2019-03-29,207554,209023,0.0071,up,true,PP
삼성SDI,006400,2019,Q1,2019-05-15,210002,240352,0.1445,up,true,PP
삼성SDI,006400,2019,Q2,2019-08-14,242799,229583,-0.0544,up,false,PN
삼성SDI,006400,2019,Q3,2019-11-14,230072,242800,0.0553,down,false,NN
삼성SDI,006400,2019,Q4,2020-03-30,233988,301542,0.2887,down,false,NN
삼성SDI,006400,2020,Q1,2020-05-15,302031,461124,0.5267,up,true,PP
삼성SDI,006400,2020,Q2,2020-08-14,445948,490495,0.0999,up,true,PP
삼성SDI,006400,2020,Q3,2020-11-16,481683,636371,0.3211,up,true,PP
삼성SDI,006400,2020,Q4,2021-03-09,625602,612874,-0.0203,up,false,PN
삼성SDI,006400,2021,Q1,2021-05-17,619727,799870,0.2907,down,false,NN
삼성SDI,006400,2021,Q2,2021-08-17,791058,735253,-0.0705,up,false,PN
삼성SDI,006400,2021,Q3,2021-11-15,742107,500285,-0.3259,up,false,PN
삼성SDI,006400,2021,Q4,2022-03-08,483641,576650,0.1923,up,true,PP
삼성SDI,006400,2022,Q1,2022-05-16,585461,609937,0.0418,up,true,PP
삼성SDI,006400,2022,Q2,2022-08-16,621685,731337,0.1764,up,true,PP
삼성SDI,006400,2022,Q3,2022-11-14,733295,764624,0.0427,up,true,PP
삼성SDI,006400,2022,Q4,2023-03-07,762666,651057,-0.1463,up,false,PN
삼성SDI,006400,2023,Q1,2023-05-15,652035,619728,-0.0495,up,false,PN
삼성SDI,006400,2023,Q2,2023-08-14,611895,408256,-0.3328,up,false,PN
삼성SDI,006400,2023,Q3,2023-11-14,417557,404830,-0.0305,up,false,PN
삼성SDI,006400,2023,Q4,2024-03-12,412661,429306,0.0403,up,true,PP
삼성SDI,006400,2024,Q1,2024-05-16,432243,308884,-0.2854,up,false,PN
삼성SDI,006400,2024,Q2,2024-08-14,315248,250142,-0.2065,up,false,PN
삼성SDI,006400,2024,Q3,2024-11-14,256506,211471,-0.1756,up,false,PN
대덕전자,008060,2018,Q2,2018-08-14,8320,8783,0.0556,up,true,PP
대덕전자,008060,2018,Q3,2018-11-14,8742,9586,0.0965,up,true,PP
대덕전자,008060,2018,Q4,2019-04-01,9626,10199,0.0595,down,false,NN
대덕전자,008060,2019,Q1,2019-05-15,10249,9717,-0.0519,up,false,PN
대덕전자,008060,2019,Q3,2019-11-14,10601,6873,-0.3517,up,false,PN
대덕전자,008060,2019,Q4,2020-03-30,6591,8250,0.2517,down,false,NN
대덕,008060,2020,Q2,2020-08-14,6670,6440,-0.0345,down,true,NP
대덕,008060,2020,Q3,2020-11-16,6460,6820,0.0557,down,false,NN
대덕,008060,2020,Q4,2021-03-18,6860,7220,0.0525,down,false,NN
대덕,008060,2021,Q1,2021-05-17,7240,7410,0.0235,up,true,PP
대덕,008060,2021,Q2,2021-08-17,7410,7720,0.0418,down,false,NN
대덕,008060,2021,Q3,2021-11-12,7760,7390,-0.0477,up,false,PN
대덕,008060,2022,Q2,2022-08-16,6740,6370,-0.0549,up,false,PN
대덕,008060,2022,Q3,2022-11-14,6400,6590,0.0297,up,true,PP
대덕,008060,2023,Q3,2023-11-14,6250,6670,0.0672,up,true,PP
대덕,008060,2024,Q3,2024-11-14,6430,7150,0.112,up,true,PP
삼성전기,009150,2016,Q1,2016-05-16,50000,58600,0.172,up,true,PP
삼성전기,009150,2016,Q2,2016-08-16,58900,46850,-0.2046,down,true,NP
삼성전기,009150,2016,Q4,2017-03-31,69200,77400,0.1185,up,true,PP
삼성전기,009150,2017,Q1,2017-05-15,77600,91100,0.174,down,false,NN
삼성전기,009150,2017,Q2,2017-08-14,92800,100000,0.0776,up,true,PP
삼성전기,009150,2017,Q3,2017-11-14,99600,105500,0.0592,down,false,NN
삼성전기,009150,2017,Q4,2018-04-02,105500,125000,0.1848,down,false,NN
삼성전기,009150,2018,Q1,2018-05-15,126500,139000,0.0988,down,false,NN
삼성전기,009150,2018,Q2,2018-08-14,140000,112000,-0.2,up,false,PN
삼성전기,009150,2018,Q3,2018-11-14,112000,104500,-0.067,up,false,PN
삼성전기,009150,2018,Q4,2019-04-01,105500,98300,-0.0682,up,false,PN
삼성전기,009150,2019,Q1,2019-05-15,99600,87600,-0.1205,down,true,NP
삼성전기,009150,2019,Q2,2019-08-14,89600,110000,0.2277,up,true,PP
삼성전기,009150,2019,Q3,2019-11-14,110000,99200,-0.0982,up,false,PN
삼성전기,009150,2019,Q4,2020-03-30,96000,119500,0.2448,up,true,PP
삼성전기,009150,2020,Q1,2020-05-15,121000,137500,0.1364,up,true,PP
삼성전기,009150,2020,Q2,2020-08-14,137000,150500,0.0985,up,true,PP
삼성전기,009150,2020,Q3,2020-11-16,154500,188500,0.2201,down,false,NN
삼성전기,009150,2020,Q4,2021-03-09,185500,164500,-0.1132,up,false,PN
삼성전기,009150,2021,Q1,2021-05-17,167500,179500,0.0716,up,true,PP
삼성전기,009150,2021,Q2,2021-08-17,179500,164500,-0.0836,down,true,NP
삼성전기,009150,2021,Q3,2021-11-15,167000,156500,-0.0629,up,false,PN
삼성전기,009150,2021,Q4,2022-03-08,152500,160500,0.0525,up,true,PP
삼성전기,009150,2022,Q1,2022-05-16,161500,137000,-0.1517,up,false,PN
삼성전기,009150,2022,Q2,2022-08-16,138500,141500,0.0217,up,true,PP
삼성전기,009150,2022,Q3,2022-11-14,141500,152900,0.0806,up,true,PP
삼성전기,009150,2022,Q4,2023-03-07,152300,135900,-0.1077,up,false,PN
삼성전기,009150,2023,Q1,2023-05-15,135500,151400,0.1173,up,true,PP
삼성전기,009150,2023,Q2,2023-08-14,150500,134600,-0.1056,up,false,PN
삼성전기,009150,2023,Q3,2023-11-14,135900,134600,-0.0096,down,true,NP
삼성전기,009150,2023,Q4,2024-03-12,135600,151600,0.118,up,true,PP
삼성전기,009150,2024,Q1,2024-05-16,154000,141500,-0.0812,up,false,PN
삼성전기,009150,2024,Q2,2024-08-14,143900,106800,-0.2578,up,false,PN
삼성전기,009150,2024,Q3,2024-11-14,107100,132900,0.2409,up,true,PP
LG이노텍,011070,2016,Q1,2016-05-16,73400,87400,0.1907,up,true,PP
LG이노텍,011070,2016,Q2,2016-08-16,87900,76800,-0.1263,up,false,PN
LG이노텍,011070,2016,Q3,2016-11-14,76300,139000,0.8218,up,true,PP
LG이노텍,011070,2016,Q4,2017-03-31,139500,133000,-0.0466,down,true,NP
LG이노텍,011070,2017,Q1,2017-05-15,133000,161500,0.2143,up,true,PP
LG이노텍,011070,2017,Q2,2017-08-14,165500,161000,-0.0272,up,false,PN
LG이노텍,011070,2017,Q3,2017-11-14,161500,126000,-0.2198,down,true,NP
LG이노텍,011070,2017,Q4,2018-04-02,126000,132500,0.0516,up,true,PP
LG이노텍,011070,2018,Q1,2018-05-15,132000,146500,0.1098,up,true,PP
LG이노텍,011070,2018,Q2,2018-08-14,147000,103500,-0.2959,down,true,NP
LG이노텍,011070,2018,Q3,2018-11-14,102500,117500,0.1463,down,false,NN
LG이노텍,011070,2018,Q4,2019-04-01,117500,109000,-0.0723,down,true,NP
LG이노텍,011070,2019,Q1,2019-05-15,109500,98900,-0.0968,down,true,NP
LG이노텍,011070,2019,Q2,2019-08-14,108500,119000,0.0968,up,true,PP
LG이노텍,011070,2019,Q3,2019-11-14,119000,108500,-0.0882,down,true,NP
LG이노텍,011070,2019,Q4,2020-03-30,104500,143000,0.3684,up,true,PP
LG이노텍,011070,2020,Q1,2020-05-15,145500,160000,0.0997,up,true,PP
LG이노텍,011070,2020,Q2,2020-08-12,159000,155500,-0.022,down,true,NP
LG이노텍,011070,2020,Q3,2020-11-16,157500,208000,0.3206,up,true,PP
LG이노텍,011070,2020,Q4,2021-02-26,199500,195500,-0.0201,up,false,PN
LG이노텍,011070,2021,Q1,2021-05-17,197500,213000,0.0785,up,true,PP
LG이노텍,011070,2021,Q3,2021-11-15,245500,315000,0.2831,up,true,PP
LG이노텍,011070,2021,Q4,2022-02-23,321500,335500,0.0435,up,true,PP
LG이노텍,011070,2022,Q1,2022-05-16,340500,351000,0.0308,up,true,PP
LG이노텍,011070,2022,Q2,2022-08-16,353500,319500,-0.0962,up,false,PN
LG이노텍,011070,2022,Q3,2022-11-14,320000,293500,-0.0828,up,false,PN
LG이노텍,011070,2022,Q4,2023-02-22,287000,281000,-0.0209,up,false,PN
LG이노텍,011070,2023,Q1,2023-05-15,281500,260000,-0.0764,up,false,PN
LG이노텍,011070,2023,Q2,2023-08-11,262000,231500,-0.1164,down,true,NP
LG이노텍,011070,2023,Q3,2023-11-09,235500,203500,-0.1359,down,true,NP
LG이노텍,011070,2023,Q4,2024-02-28,201500,233500,0.1588,up,true,PP
LG이노텍,011070,2024,Q1,2024-05-14,235000,251000,0.0681,up,true,PP
LG이노텍,011070,2024,Q2,2024-08-14,255000,166700,-0.3463,up,false,PN
LG이노텍,011070,2024,Q3,2024-11-13,164700,171400,0.0407,down,false,NN
삼성에스디에스,018260,2016,Q1,2016-05-16,178000,176000,-0.0112,down,true,NP
삼성에스디에스,018260,2016,Q2,2016-08-16,176000,144000,-0.1818,down,true,NP
삼성에스디에스,018260,2016,Q4,2017-03-31,133500,147500,0.1049,down,false,NN
삼성에스디에스,018260,2017,Q1,2017-05-15,146000,172500,0.1815,down,false,NN
삼성에스디에스,018260,2017,Q2,2017-08-14,172500,197500,0.1449,up,true,PP
삼성에스디에스,018260,2017,Q3,2017-11-14,196000,255500,0.3036,down,false,NN
삼성에스디에스,018260,2017,Q4,2018-04-02,258500,221500,-0.1431,down,true,NP
삼성에스디에스,018260,2018,Q1,2018-05-15,220500,227000,0.0295,down,false,NN
삼성에스디에스,018260,2018,Q2,2018-08-14,226000,186500,-0.1748,up,false,PN
삼성에스디에스,018260,2018,Q3,2018-11-14,185500,235000,0.2668,up,true,PP
삼성에스디에스,018260,2018,Q4,2019-04-01,234500,204000,-0.1301,up,false,PN
삼성에스디에스,018260,2019,Q1,2019-05-15,204000,200000,-0.0196,up,false,PN
삼성에스디에스,018260,2019,Q2,2019-08-14,202000,196500,-0.0272,up,false,PN
삼성에스디에스,018260,2019,Q3,2019-11-14,196500,146000,-0.257,up,false,PN
삼성에스디에스,018260,2019,Q4,2020-03-30,144500,174500,0.2076,up,true,PP
삼성에스디에스,018260,2020,Q1,2020-05-15,176500,170000,-0.0368,down,true,NP
삼성에스디에스,018260,2020,Q2,2020-08-14,170500,176500,0.0352,up,true,PP
삼성에스디에스,018260,2020,Q3,2020-11-16,178000,187000,0.0506,up,true,PP
삼성에스디에스,018260,2020,Q4,2021-03-09,187500,180500,-0.0373,up,false,PN
삼성에스디에스,018260,2021,Q1,2021-05-17,181000,175500,-0.0304,up,false,PN
삼성에스디에스,018260,2021,Q2,2021-08-17,176000,154500,-0.1222,up,false,PN
삼성에스디에스,018260,2021,Q3,2021-11-15,154500,136500,-0.1165,down,true,NP
삼성에스디에스,018260,2021,Q4,2022-03-08,135000,144500,0.0704,down,false,NN
삼성에스디에스,018260,2022,Q1,2022-05-16,145000,134000,-0.0759,up,false,PN
삼성에스디에스,018260,2022,Q2,2022-08-16,134500,128500,-0.0446,up,false,PN
삼성에스디에스,018260,2022,Q3,2022-11-14,128500,125400,-0.0241,up,false,PN
삼성에스디에스,018260,2022,Q4,2023-03-07,125300,116700,-0.0686,up,false,PN
삼성에스디에스,018260,2023,Q1,2023-05-15,116100,135200,0.1645,up,true,PP
삼성에스디에스,018260,2023,Q2,2023-08-14,134100,144200,0.0753,up,true,PP
삼성에스디에스,018260,2023,Q3,2023-11-14,145500,161600,0.1107,up,true,PP
삼성에스디에스,018260,2023,Q4,2024-03-12,163500,161600,-0.0116,up,false,PN
삼성에스디에스,018260,2024,Q1,2024-05-16,163000,143000,-0.1227,up,false,PN
삼성에스디에스,018260,2024,Q2,2024-08-14,144100,136000,-0.0562,up,false,PN
삼성에스디에스,018260,2024,Q3,2024-11-14,137000,119600,-0.127,up,false,PN
일진머티리얼즈,020150,2016,Q1,2016-05-16,15297,17524,0.1456,up,true,PP
일진머티리얼즈,020150,2016,Q3,2016-11-14,12537,16168,0.2896,down,false,NN
일진머티리얼즈,020150,2016,Q4,2017-03-31,16216,19460,0.2,up,true,PP
일진머티리얼즈,020150,2017,Q1,2017-05-15,19653,35250,0.7936,up,true,PP
일진머티리얼즈,020150,2017,Q3,2017-11-14,37700,36850,-0.0225,up,false,PN
일진머티리얼즈,020150,2017,Q4,2018-03-30,37300,34350,-0.0791,up,false,PN
일진머티리얼즈,020150,2018,Q1,2018-05-15,34350,49000,0.4265,up,true,PP
일진머티리얼즈,020150,2018,Q2,2018-08-14,49500,48800,-0.0141,up,false,PN
일진머티리얼즈,020150,2018,Q3,2018-11-14,48650,36950,-0.2405,up,false,PN
일진머티리얼즈,020150,2019,Q1,2019-05-15,33500,38250,0.1418,down,false,NN
일진머티리얼즈,020150,2019,Q2,2019-08-14,39250,40150,0.0229,down,false,NN
일진머티리얼즈,020150,2019,Q3,2019-11-14,40400,31850,-0.2116,up,false,PN
일진머티리얼즈,020150,2019,Q4,2020-03-30,30400,42800,0.4079,down,false,NN
일진머티리얼즈,020150,2020,Q1,2020-05-15,43200,54400,0.2593,up,true,PP
일진머티리얼즈,020150,2020,Q2,2020-08-14,54400,46500,-0.1452,up,false,PN
일진머티리얼즈,020150,2020,Q3,2020-11-16,46300,64300,0.3888,up,true,PP
일진머티리얼즈,020150,2020,Q4,2021-03-23,64300,66300,0.0311,down,false,NN
일진머티리얼즈,020150,2021,Q1,2021-05-17,68000,80700,0.1868,up,true,PP
일진머티리얼즈,020150,2021,Q2,2021-08-17,80500,109000,0.354,down,false,NN
일진머티리얼즈,020150,2021,Q3,2021-11-15,112500,86500,-0.2311,up,false,PN
일진머티리얼즈,020150,2022,Q1,2022-05-16,81500,76800,-0.0577,up,false,PN
일진머티리얼즈,020150,2022,Q2,2022-08-16,78100,65000,-0.1677,down,true,NP
일진머티리얼즈,020150,2022,Q3,2022-11-14,65600,66800,0.0183,down,false,NN
롯데에너지머티리얼즈,020150,2022,Q4,2023-03-23,65800,59500,-0.0957,up,false,PN
롯데에너지머티리얼즈,020150,2023,Q2,2023-08-11,56200,40200,-0.2847,up,false,PN
롯데에너지머티리얼즈,020150,2023,Q3,2023-11-14,40450,40400,-0.0012,up,false,PN
롯데에너지머티리얼즈,020150,2023,Q4,2024-03-15,40000,45950,0.1488,up,true,PP
롯데에너지머티리얼즈,020150,2024,Q1,2024-05-14,46350,34950,-0.246,up,false,PN
롯데에너지머티리얼즈,020150,2024,Q2,2024-08-14,36000,32150,-0.1069,up,false,PN
롯데에너지머티리얼즈,020150,2024,Q3,2024-11-13,31950,26150,-0.1815,up,false,PN
신도리코,029530,2019,Q4,2020-03-30,21100,27500,0.3033,down,false,NN
신도리코,029530,2020,Q3,2020-11-16,26500,29750,0.1226,up,true,PP
신도리코,029530,2020,Q4,2021-03-10,29850,31550,0.057,up,true,PP
신도리코,029530,2022,Q4,2023-03-13,32750,34650,0.058,down,false,NN
신도리코,029530,2024,Q1,2024-05-16,37950,37900,-0.0013,down,true,NP
LG디스플레이,034220,2016,Q1,2016-05-16,22783,28376,0.2455,up,true,PP
LG디스플레이,034220,2016,Q2,2016-08-16,28838,24863,-0.1378,up,false,PN
LG디스플레이,034220,2016,Q3,2016-11-14,25094,27821,0.1087,up,true,PP
LG디스플레이,034220,2016,Q4,2017-03-31,28006,26851,-0.0412,up,false,PN
LG디스플레이,034220,2017,Q1,2017-05-15,26897,27729,0.0309,down,false,NN
LG디스플레이,034220,2017,Q2,2017-08-14,28005,27544,-0.0165,up,false,PN
LG디스플레이,034220,2017,Q4,2018-04-02,24077,21536,-0.1055,up,false,PN
LG디스플레이,034220,2018,Q1,2018-05-15,21674,19918,-0.081,down,true,NP
LG디스플레이,034220,2018,Q2,2018-08-14,20057,16776,-0.1636,up,false,PN
LG디스플레이,034220,2018,Q3,2018-11-14,16729,18024,0.0774,up,true,PP
LG디스플레이,034220,2018,Q4,2019-04-01,18115,16221,-0.1046,down,true,NP
LG디스플레이,034220,2019,Q1,2019-05-15,16082,11692,-0.273,down,true,NP
LG디스플레이,034220,2019,Q2,2019-08-14,11923,13310,0.1163,up,true,PP
LG디스플레이,034220,2019,Q3,2019-11-14,13309,10398,-0.2187,down,true,NP
LG디스플레이,034220,2019,Q4,2020-03-30,10028,9520,-0.0507,up,false,PN
LG디스플레이,034220,2020,Q1,2020-05-15,9519,12247,0.2866,down,false,NN
LG디스플레이,034220,2020,Q2,2020-08-14,12293,13633,0.109,down,false,NN
LG디스플레이,034220,2020,Q3,2020-11-16,13725,20981,0.5287,up,true,PP
LG디스플레이,034220,2020,Q4,2021-03-15,20934,20334,-0.0287,down,true,NP
LG디스플레이,034220,2021,Q1,2021-05-17,20657,19225,-0.0693,up,false,PN
LG디스플레이,034220,2021,Q2,2021-08-17,19132,18624,-0.0266,up,false,PN
LG디스플레이,034220,2021,Q3,2021-11-15,18855,17145,-0.0907,up,false,PN
LG디스플레이,034220,2021,Q4,2022-03-15,17099,16036,-0.0622,up,false,PN
