﻿종목명,code,year,quarter,공시일,시가,종가,수익률,LLM 예측,판단,Confusion Matrix
한국단자,025540,2023,Q3,2023-11-14,69700,63000,-0.0961,down,true,NP
포스코인터내셔널,047050,2022,Q4,2023-03-10,21700,27050,0.2465,up,true,PP
포스코인터내셔널,047050,2023,Q1,2023-05-15,27450,91000,2.3151,up,true,PP
포스코인터내셔널,047050,2023,Q2,2023-08-11,92700,58100,-0.3732,down,true,NP
포스코인터내셔널,047050,2023,Q3,2023-11-14,58600,60400,0.0307,up,true,PP
한국항공우주,047810,2022,Q4,2023-03-21,44250,52000,0.1751,up,true,PP
한국항공우주,047810,2023,Q1,2023-05-15,50100,49300,-0.016,down,true,NP
한국항공우주,047810,2023,Q2,2023-08-14,49300,45600,-0.0751,up,false,PN
한국항공우주,047810,2023,Q3,2023-11-14,45800,50100,0.0939,down,false,NN
한전KPS,051600,2023,Q2,2023-08-14,33950,34000,0.0015,up,true,PP
현대글로비스,086280,2022,Q4,2023-03-21,77430,81982,0.0588,up,true,PP
현대글로비스,086280,2023,Q1,2023-05-15,81632,85183,0.0435,up,true,PP
현대글로비스,086280,2023,Q2,2023-08-14,85283,85583,0.0035,down,false,NN
현대글로비스,086280,2023,Q3,2023-11-14,86433,93286,0.0793,up,true,PP
SK하이닉스,000660,2022,Q4,2023-03-21,84100,87200,0.0369,down,false,NN
SK하이닉스,000660,2023,Q1,2023-05-15,87000,115300,0.3253,up,true,PP
SK하이닉스,000660,2023,Q2,2023-08-14,114600,131800,0.1501,up,true,PP
SK하이닉스,000660,2023,Q3,2023-11-14,133500,164300,0.2307,up,true,PP
LG,003550,2022,Q4,2023-03-21,87000,88400,0.0161,down,false,NN
LG,003550,2023,Q1,2023-05-15,87700,82300,-0.0616,up,false,PN
한솔테크닉스,004710,2022,Q4,2023-03-20,5490,6680,0.2168,up,true,PP
한솔테크닉스,004710,2023,Q1,2023-05-15,6680,6660,-0.003,up,false,PN
한솔테크닉스,004710,2023,Q2,2023-08-11,6680,6360,-0.0479,down,true,NP
한솔테크닉스,004710,2023,Q3,2023-11-14,6340,6470,0.0205,down,false,NN
삼성전자,005930,2022,Q4,2023-03-07,61400,64100,0.044,up,true,PP
삼성전자,005930,2023,Q1,2023-05-15,64100,67500,0.053,up,true,PP
삼성전자,005930,2023,Q2,2023-08-14,67500,70400,0.043,up,true,PP
삼성전자,005930,2023,Q3,2023-11-14,71000,72400,0.0197,down,false,NN
삼성SDI,006400,2022,Q4,2023-03-07,762666,651057,-0.1463,up,false,PN
삼성SDI,006400,2023,Q1,2023-05-15,652035,619728,-0.0495,up,false,PN
삼성SDI,006400,2023,Q2,2023-08-14,611895,408256,-0.3328,up,false,PN
삼성SDI,006400,2023,Q3,2023-11-14,417557,404830,-0.0305,up,false,PN
대덕,008060,2023,Q3,2023-11-14,6250,6670,0.0672,up,true,PP
삼성전기,009150,2022,Q4,2023-03-07,152300,135900,-0.1077,up,false,PN
삼성전기,009150,2023,Q1,2023-05-15,135500,151400,0.1173,up,true,PP
삼성전기,009150,2023,Q2,2023-08-14,150500,134600,-0.1056,up,false,PN
삼성전기,009150,2023,Q3,2023-11-14,135900,134600,-0.0096,down,true,NP
LG이노텍,011070,2022,Q4,2023-02-22,287000,281000,-0.0209,up,false,PN
LG이노텍,011070,2023,Q1,2023-05-15,281500,260000,-0.0764,up,false,PN
LG이노텍,011070,2023,Q2,2023-08-11,262000,231500,-0.1164,down,true,NP
LG이노텍,011070,2023,Q3,2023-11-09,235500,203500,-0.1359,down,true,NP
삼성에스디에스,018260,2022,Q4,2023-03-07,125300,116700,-0.0686,up,false,PN
삼성에스디에스,018260,2023,Q1,2023-05-15,116100,135200,0.1645,up,true,PP
삼성에스디에스,018260,2023,Q2,2023-08-14,134100,144200,0.0753,up,true,PP
삼성에스디에스,018260,2023,Q3,2023-11-14,145500,161600,0.1107,up,true,PP
롯데에너지머티리얼즈,020150,2022,Q4,2023-03-23,65800,59500,-0.0957,up,false,PN
롯데에너지머티리얼즈,020150,2023,Q2,2023-08-11,56200,40200,-0.2847,up,false,PN
롯데에너지머티리얼즈,020150,2023,Q3,2023-11-14,40450,40400,-0.0012,up,false,PN
신도리코,029530,2022,Q4,2023-03-13,32750,34650,0.058,down,false,NN
LG디스플레이,034220,2022,Q4,2023-03-13,13633,13670,0.0027,up,true,PP
LG디스플레이,034220,2023,Q1,2023-05-15,13624,12958,-0.0489,down,true,NP
LG디스플레이,034220,2023,Q2,2023-08-14,12958,12182,-0.0599,up,false,PN
LG디스플레이,034220,2023,Q3,2023-11-14,12329,10980,-0.1094,up,false,PN
SK,034730,2022,Q4,2023-03-21,163400,164700,0.008,down,false,NN
SK,034730,2023,Q1,2023-05-15,163800,151100,-0.0775,up,false,PN
SK,034730,2023,Q2,2023-08-14,150800,155600,0.0318,down,false,NN
SK,034730,2023,Q3,2023-11-14,157500,184200,0.1695,down,false,NN
한미반도체,042700,2023,Q2,2023-08-14,46500,57800,0.243,up,true,PP
한미반도체,042700,2023,Q3,2023-11-14,58300,100100,0.717,up,true,PP
LG전자,066570,2022,Q4,2023-03-17,119000,111800,-0.0605,down,true,NP
LG전자,066570,2023,Q1,2023-05-15,111400,103800,-0.0682,up,false,PN
LG전자,066570,2023,Q2,2023-08-14,103400,102100,-0.0126,down,true,NP
LG전자,066570,2023,Q3,2023-11-14,103100,98900,-0.0407,up,false,PN
