,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,금리 변화율,유동부채 변화율,Label,Code
31,CJ대한통운,2017,Q1,산업재,0.008160029551212027,0.02611876269793756,0.0015983923533031685,0.0036193965771094128,0.28588217490503065,0.13548951048950886,-0.005913709273889678,-0.07002388280293698,000120
31,두산,2017,Q1,산업재,0.016954605162627846,-0.01999659204887483,-0.003742010586897604,-0.017271277056570833,-8.32303852676121,0.13548951048950886,0.011323084629867086,0.27590082802195737,000150
31,SK하이닉스,2017,Q1,정보기술,0.03107106492552158,0.02479110869132395,0.06511105273008999,0.06255930479739469,0.5943876001081618,0.13548951048950886,0.14193293089696102,0.09630594026553092,000660
31,LG상사,2017,Q1,산업재,-0.03542959331238795,-0.022348416181097508,-0.010937271651101699,-0.029422748750093985,56.3004095155766,0.13548951048950886,0.17278898499404338,-0.10095799557848197,001120
31,대한항공,2017,Q1,산업재,-0.017814113037531713,-0.007873135593345126,0.001599543491634936,0.6221216627258164,0.05502079026255191,0.13548951048950886,0.00022095942711741756,0.09689873056460413,003490
31,LG,2017,Q1,정보기술,-0.03586645834080273,0.013134127919251837,0.0827891223672681,0.04459186872239873,6.583593373683218,0.13548951048950886,2.6297086156466363,0.0728345059379617,003550
31,S&T중공업,2017,Q1,산업재,-0.12951038447300792,-0.01789432210957409,0.0006069555684651284,0.003904510276192985,5.421060454803429,0.13548951048950886,-0.02046987211074691,-0.03294770782556234,003570
31,한솔테크닉스,2017,Q1,정보기술,-0.12902590442213896,9.126589514130146e-06,0.011279237304433698,0.015971676509116683,1.2901101360149685,0.13548951048950886,-0.033003639517667493,-0.04798884739643876,004710
31,삼성전자,2017,Q1,정보기술,0.038136403063849696,0.07024115043363444,-0.0100062951451525,-0.007041103592100528,0.10116890658428868,0.13548951048950886,-0.003764013991967796,-0.035921684273371696,005930
31,LS,2017,Q1,산업재,0.0306294134011929,0.0013931762321339747,0.0344378318391505,0.45416657703116914,6.251702748475034,0.13548951048950886,0.17710913357652358,0.2403844910729292,006260
