,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,자산총계 변화율,비유동자산 변화율,이익잉여금 변화율,영업이익 변화율,기초 소유주식 지분율 변화율,Label,Code
12,대림산업,2021,Q4,건설,0.016286275246006884,0.4025512712822732,0.015963712174731803,0.017072759320268638,-0.009170287232970531,0.07453537583599856,0.0,0.09273574716054264,000210
12,현대건설,2021,Q4,건설,0.06602718996731899,0.4025512712822732,0.05827285098842405,0.09127882831184198,0.01863721533039575,-0.0009419853555265867,-0.29999999999999993,-0.1054703706981916,000720
12,KCC,2021,Q4,건설,0.09321642013939833,0.4025512712822732,-0.05198534737610261,-0.008604962377954273,-0.0022566628465829908,-0.2102363722063837,-0.06788800929624517,0.0737975786631034,002380
12,한일시멘트,2021,Q4,건설,0.09613034129676085,0.4025512712822732,0.02029581397954261,-0.0983012467246479,-0.001250353062719256,-0.47569231182425364,0.04356405585913792,0.06601474266625923,003300
12,아이에스동서,2021,Q4,건설,0.3515192113240134,0.4025512712822732,-0.03945845378849855,-0.024244534503094828,0.0637052241371503,3.0233106226828035,-0.1428571428571428,-0.12317204059017549,010780
12,현대산업,2021,Q4,건설,-0.16446527128660887,0.4025512712822732,0.03175367094521442,0.04612361907184326,0.008515488806431604,-0.05948781743272702,0.13029157667386615,-0.019529229126856472,012630
12,삼성엔지니어링,2021,Q4,건설,0.2630475547008763,0.4025512712822732,0.10481346267101777,0.004182537794336971,0.05507780101301929,-0.48927068005835506,0.14619070768803377,-0.011165448373694308,028050
12,대우건설,2021,Q4,건설,0.24773694142436586,0.4025512712822732,0.01885931932039564,-0.025640291597652687,0.18281012084347847,1.6275208743355738,0.0001970443349752493,-0.07607602622556717,047040
12,한전기술,2021,Q4,건설,-0.04586400853770163,0.4025512712822732,0.037589863396573,-0.02167554793903037,0.03957903054726053,-3.012190599482866,0.0,-0.11195724612925897,052690
12,LG하우시스,2021,Q4,건설,0.04074204747130647,0.4025512712822732,0.006917684492970144,0.01985809276887207,0.009414150191903836,-0.23069379749938712,0.3342201529763884,-0.15134630798517185,108670
