접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20220321001022,Y,00159218,한전KPS,2014년 08월 08일,한국전력공사,"25,202,000",56.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2021-12-31,2021,Q4
20220321001022,Y,00159218,한전KPS,2014년 12월 12일,한국전력공사,"24,302,000",54.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2021-12-31,2021,Q4
20220321001022,Y,00159218,한전KPS,2015년 04월 13일,한국전력공사,"23,616,000",52.48%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2021-12-31,2021,Q4
20220321001022,Y,00159218,한전KPS,2016년 11월 25일,한국전력공사,"22,952,000",51.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2021-12-31,2021,Q4
20230320000353,Y,00159218,한전KPS,-,한국전력공사,"45,000,000",100.00%,-,-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2007년 12월 24일,한국전력공사,"36,000,000",80.00%,구주매출(공모),-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2010년 12월 24일,한국전력공사,"33,752,000",75.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2012년 09월 13일,한국전력공사,"31,502,000",70.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2013년 12월 06일,한국전력공사,"28,352,000",63.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2014년 08월 08일,한국전력공사,"25,202,000",56.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2014년 12월 12일,한국전력공사,"24,302,000",54.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2015년 04월 13일,한국전력공사,"23,616,000",52.48%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2022-12-31,2022,Q4
20230320000353,Y,00159218,한전KPS,2016년 11월 25일,한국전력공사,"22,952,000",51.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2022-12-31,2022,Q4
20240320000788,Y,00159218,한전KPS,-,한국전력공사,"45,000,000",100.00%,-,-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2007년 12월 24일,한국전력공사,"36,000,000",80.00%,구주매출(공모),-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2010년 12월 24일,한국전력공사,"33,752,000",75.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2012년 09월 13일,한국전력공사,"31,502,000",70.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2013년 12월 06일,한국전력공사,"28,352,000",63.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2014년 08월 08일,한국전력공사,"25,202,000",56.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2014년 12월 12일,한국전력공사,"24,302,000",54.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2015년 04월 13일,한국전력공사,"23,616,000",52.48%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2023-12-31,2023,Q4
20240320000788,Y,00159218,한전KPS,2016년 11월 25일,한국전력공사,"22,952,000",51.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2023-12-31,2023,Q4
20250318001267,Y,00159218,한전KPS,-,한국전력공사,"45,000,000",100.00%,-,-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2007년 12월 24일,한국전력공사,"36,000,000",80.00%,구주매출(공모),-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2010년 12월 24일,한국전력공사,"33,752,000",75.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2012년 09월 13일,한국전력공사,"31,502,000",70.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2013년 12월 06일,한국전력공사,"28,352,000",63.00%,"정부의 공공기관 선진화 
추진계획에 의거 보유지분 매각",-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2014년 08월 08일,한국전력공사,"25,202,000",56.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2014년 12월 12일,한국전력공사,"24,302,000",54.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2015년 04월 13일,한국전력공사,"23,616,000",52.48%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2024-12-31,2024,Q4
20250318001267,Y,00159218,한전KPS,2016년 11월 25일,한국전력공사,"22,952,000",51.00%,"정부의 공공기관 정상화 대책에 따른 부채
감축 계획에 의거 보유지분 매각",-,2024-12-31,2024,Q4
