,name,sector,year,quarter,유동자산변화율,비유동자산변화율,자산총계변화율,유동부채변화율,비유동부채변화율,부채총계변화율,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,법인세차감전 순이익변화율,당기순이익변화율,당기순이익(손실)변화율,자본금변화율,Label,Code
0,Hankook_Tire_Worldwide,Automotive_&_Parts,2024,Q3,0.1260274054651933,-0.0008067636862647554,0.029320864004452774,0.189837102816515,0.00025560231474741624,0.1632169400550625,0.007922546181226231,0.0020133181558322777,-0.04195710126022112,0.21149369319003053,0.3856314739505554,0.4215591619614393,0.4215591619614393,-0.0,-0.07387712221035195,000240
1,Hankook_Tire_Worldwide,Automotive_&_Parts,2024,Q2,-0.04158452911852928,0.016497515125220352,0.00329543120041198,0.05270662089791711,0.07620776152215902,0.056078447902715545,-0.025033046602766174,-0.00820253191157283,0.16682008269465975,0.5864374393174976,0.5835164459359417,0.6549904369712549,0.6549904369712549,-0.0,-0.07387712221035195,000240
2,Hankook_Tire_Worldwide,Automotive_&_Parts,2024,Q1,-0.10433582614343173,-0.0036959087220405085,-0.024926516911887964,-0.19708875444514562,-0.008111727435244687,-0.1657359159054259,0.0026006722281458616,0.001350216978069585,-0.11976195747110618,-1.3386154019450514,1.9153856438144223,1.81785638135984,1.81785638135984,-0.0,-0.021441829443404163,000240
3,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q4,0.022634460885427976,-0.0033541373829955035,0.0022427028548230865,-0.2399267233406457,0.0685174882926679,-0.17535549971775777,0.0849544281873652,0.02960530978978615,-0.2522298973355037,-0.6109580394485723,4.394247545912673,5.381222278906394,5.381222278906394,-0.0,0.30465654914614015,000240
4,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q3,-0.2875755484636391,0.00012231900933068474,-0.050423887301148884,-0.6685917157376642,-0.007977536694824261,-0.46727862366152717,-0.018450050671899865,-0.006373449779369489,-0.06855103469080737,-0.12239000401207578,-0.47704014717738397,-0.44831326546543493,-0.44831326546543493,-0.0,-0.027517578654944162,000240
5,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q2,0.09120358714633181,-0.0001239424856529503,0.017227674299284068,0.22951162074536946,0.01456031919530798,0.1746495015274886,-0.013061040396650014,-0.0029879773006846744,0.1187140334876603,0.6338954090330614,0.6993758152198951,0.7524166639862675,0.7524166639862675,-0.0,-0.05071880793312107,000240
6,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q1,-0.10652917844654564,-0.0008823969619360383,-0.019373593594959715,-0.37611625797581416,-0.002343120788725228,-0.2565260380380072,0.013028258979940532,0.004748323797024945,-0.14618061955419126,-1.3106072763217096,-76.85724179228721,2.6491366733504593,2.6491366733504593,-0.0,-0.2489199306481145,000240
7,Hankook_Tire_Worldwide,Automotive_&_Parts,2022,Q4,0.05943953342127051,-0.013082083978471548,0.0004079272134334122,0.07865486761388407,-0.612458911481671,-0.06777443441620057,0.024629719864510236,0.0068583464042974995,0.08441369575572988,-0.04619291760477551,0.975548100796073,2.572534656188707,2.572534656188707,-0.0,0.10353869626979526,000240
8,Hankook_Tire_Worldwide,Automotive_&_Parts,2022,Q3,0.016695688436072498,-0.0023083014754223807,0.0012821123277224622,0.07110708849421155,0.05443017238962877,0.06762297622021818,-0.01990731206767271,-0.005486218546206789,-0.006380613974356075,-0.09872562763370718,-0.1576461207681008,-0.03357760610674454,-0.03357760610674454,-0.0,0.050013957243809574,000240
9,Hankook_Tire_Worldwide,Automotive_&_Parts,2022,Q2,0.0996283540446028,-0.0014698063288598462,0.019333975284068994,0.2542233317699252,0.03799365625075324,0.21747727720422194,-0.019644071950694952,-0.006671861135463031,0.23212966733008134,0.6944916237411392,0.594183774153989,0.6397875341632782,0.6397875341632782,-0.0,0.03611137979533925,000240
10,Hankook_Tire_Worldwide,Automotive_&_Parts,2022,Q1,0.05775137807055164,-0.049560934369387244,-0.025526713216073915,-0.3965838434559237,0.0214307866545822,-0.30206304826177144,0.005990138642914422,0.0022844005603385176,-0.19559684180058223,-1.7178606498619513,-2.332153792152978,-3.4157939065646845,-3.4157939065646845,-0.0,0.006654206894265768,000240
11,Hankook_Tire_Worldwide,Automotive_&_Parts,2021,Q4,-0.08985730486348587,0.004323119692427713,-0.015327564714527009,-0.21341661762186637,0.02417628331826327,-0.15009780663653904,-0.010123839998829709,-0.003501414239996281,-0.20681644756552675,-0.07172629797769736,0.22859511464142446,0.3160262997080364,0.3160262997080364,-0.0,0.016560592881939732,000240
12,Hankook_Tire_Worldwide,Automotive_&_Parts,2021,Q3,-0.05013983684102752,0.007497527513126601,-0.004000087621315762,0.04172038117709376,-0.03697285723286203,0.0219399925043674,-0.018559290869511358,-0.0063421630272382234,-0.004320848521885079,-0.018463786548466254,-0.2577610302604545,-0.3761453735662843,-0.3761453735662843,-0.0,-0.1327754031337094,000240
13,Hankook_Tire_Worldwide,Automotive_&_Parts,2021,Q2,-1.5450068160906736,-0.0983273920460217,-0.23879874506253929,-2.117170879018936,-0.3160273536287348,-1.3192929988557323,-0.01365927498211561,-0.18879490691937018,-3.6077069147318204,0.4247399398885161,0.4448025229428225,0.5909522969823847,0.5909522969823847,-0.02058765252995176,0.03583595600402332,000240
14,Hankook_Tire_Worldwide,Automotive_&_Parts,2021,Q1,-0.11116693911144382,-0.00285538027465293,-0.012437891724414785,-1.98619850255215,-0.1540990201210295,-0.7532616781307,0.01691200216273281,0.006980218283333284,-2.5130985902642813,-9.152134557431804,2.5556115431975615,2.3608923759766496,2.3608923759766496,-0.0,0.2281350485201576,000240
15,Hankook_Tire_Worldwide,Automotive_&_Parts,2020,Q4,-0.0074712627364970086,0.010609287250466948,0.009035878934916974,-0.2534612513462777,0.4230611170020845,0.2993986507328661,-0.004783853337484656,-0.0018474967372033024,0.062876207979784,0.4872381879844624,4.156119053619387,6.513143861518068,6.513143861518068,-0.0,-0.390329700358393,000240
