,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_총포괄손익 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code,F_영업비용 변화율,F_기타포괄손익-공정가치측정금융자산 변화율
0,80,Hite_Jinro,생활소비재,2024,Q3,0.0802309580988374,-0.05381225309641047,-0.016394639525985966,-0.02669055799099107,0.04871650070662881,-0.006101223109356013,-0.0,-0.20229345615574257,-0.035690868729803205,-0.03342222307057052,-0.027601185722398558,0.0866808112952705,-0.025290722070020477,-0.025290722070020477,-0.025290722070020477,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.05674568795778523,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.02482612226164639,0.02482612226164639,000080,,
1,80,Hite_Jinro,생활소비재,2024,Q2,-0.10056065799144709,-0.00016175982469013306,-0.026296554699050123,-0.07640142417074114,0.10159521656540127,-0.0211601212922512,-0.0,-0.24580088480732942,-0.0360659600032629,-0.0952911325626229,-0.5940087497274638,-0.3236607120656536,-0.2397106647297469,-0.2397106647297469,-0.2397106647297469,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.01979840167061564,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.14439525292483796,0.02482612226164639,000080,,
2,80,Hite_Jinro,생활소비재,2024,Q1,0.03315829481892707,0.009810786724987808,0.015996247578761835,0.05035829598662345,-0.10537445508692156,0.00693734941521662,-0.0,0.21501944174767285,0.032777774062303755,0.030612977371867522,-0.4212816648268576,-4.577404304454936,6.4163447874668895,6.4163447874668895,2.5723201422517006,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.008599753155233536,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07829396500631221,-0.14439525292483796,000080,,
3,80,Hite_Jinro,생활소비재,2023,Q4,0.06809378772243291,-0.007094681850946749,0.013981675448834108,0.02484482568218238,-0.04973006751382236,0.005138902611482421,-0.0,0.40951448612130625,0.029954228229900126,0.018247123687680666,0.13466584259986247,0.636310622162622,1.4443733858485808,1.4443733858485808,2.530782063685269,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,0.03388722209400741,-0.019883162945962818,-0.009775024537570065,-0.0,0.0,-0.2481903697348753,-0.2481903697348753,-0.0318694960808219,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.08967059887248052,0.07829396500631221,000080,,
4,80,Hite_Jinro,생활소비재,2023,Q3,-0.09270911721918629,3.427493868513043e-05,-0.024336271574538992,0.006118568027627114,-0.1534918485429133,-0.03160062933143459,-0.0,-0.039699472260998014,-0.011470825467099433,-0.005466180006437282,-4.940611665452566,3.205327338075375,2.472053341788982,2.472053341788982,0.2682704060273555,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.106533304958502,-0.0,-0.0,-0.0,0.0,-0.0015478807862610022,-0.0015478807862610022,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.08994987313571379,-0.08967059887248052,000080,,
5,80,Hite_Jinro,생활소비재,2023,Q2,0.13641917610401266,-0.005814312174138969,0.035910879928839345,0.06836137468260162,-0.009208579083249901,0.05112593418988398,-0.0,0.02626055787165582,0.00773214600764871,-0.05317315783530008,0.8384316553527165,1.2904599788180706,1.3777706503521898,1.3777706503521898,-0.035771042092145766,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,0.03519218134034163,-0.0,-0.0,-0.0,0.0,-0.035771042092145544,-0.035771042092145544,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.224453738477296,-0.08994987313571379,000080,,
6,80,Hite_Jinro,생활소비재,2023,Q1,-0.08297628706060656,-0.004991940490844948,-0.026679968343786165,-0.18380846964116815,0.21186173151290022,-0.06500935459728985,-0.0,0.1167912853350569,0.03747612689528845,0.009369547541689394,-1.4916901443666823,1.8671516366329755,1.9147914841313023,1.9147914841313023,0.06491316533190683,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.08337411073888668,-0.0,-0.0,-0.0,0.0,0.06491316533190672,0.06491316533190672,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.065360363657063,-0.224453738477296,000080,,
7,80,Hite_Jinro,생활소비재,2022,Q4,0.15929439718065386,0.01132933907094602,0.0574638446460386,0.08490486250395912,0.11882171472162495,0.09535946817404928,-0.0,-0.043660870690116926,-0.013606506822322784,0.06303004997257622,0.7197917538727413,1.8706032194121973,1.8852484103937535,1.8852484103937535,0.08412907948536152,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,0.12070563315019511,0.2797355173191074,-0.035060009540036186,-0.0,0.0,0.08412907948536152,0.08412907948536152,-0.06622639458836965,-0.21425404295456763,-0.2142857142857144,-0.2142857142857144,-0.2142857142857144,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06201702978717745,-0.065360363657063,000080,,
8,80,Hite_Jinro,생활소비재,2022,Q3,-0.08905945013229388,0.00014981265848801328,-0.026055906898115655,-0.030210789605388477,-0.018170216487112256,-0.026469125660202097,-0.0,-0.0859231743901192,-0.025281842998496673,-0.029728978613393853,0.06919448480591361,0.13208341449804395,0.13217290485173494,0.13217290485173494,-0.027788456171715437,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,0.11299650647329962,-0.0,-0.0,-0.0,0.0,-0.027788456171715215,-0.027788456171715215,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.028131566770931288,-0.06201702978717745,000080,,
9,80,Hite_Jinro,생활소비재,2022,Q2,0.2874785312870728,0.00486814847886663,0.10871490601268263,0.19261584075039462,0.10949444394848495,0.16849693083145334,-0.0,-0.10988968351355366,-0.030006510551201515,-0.07507877310486655,-0.08027579873853319,-0.09420025551049438,-0.050358781543438536,-0.050358781543438536,-0.056432147400140575,-0.38636857995042173,-0.045732630383092276,-0.007975770342554478,-0.2746673361787626,-0.056550678111290775,0.033707865168539186,-0.13207484462760455,-0.0,-0.0,-0.0,0.0,-0.0564321474001408,-0.0564321474001408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.32362506353247594,-0.028131566770931288,000080,,
10,80,Hite_Jinro,생활소비재,2022,Q1,-0.1636636922553667,0.0053036190353181745,-0.05076033269726077,-0.06419331327102062,-0.14243123809696745,-0.0857692486737649,-0.0,0.07736521656314133,0.02238425684751877,-0.08248706980528042,-0.6800022376931831,6.841414483054641,5.603840069069667,5.603840069069667,-0.038654077226247585,-0.09364288108448604,-0.018637728474920623,-0.004832000385876389,-0.14767324592997877,-0.03864674909181387,0.09183673469387776,-0.2602194672474454,-0.0,-0.0,-0.0,0.0,-0.03865407722624781,-0.03865407722624781,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.060367014190983226,0.32362506353247594,000080,,
11,80,Hite_Jinro,생활소비재,2021,Q4,-0.29539159320844033,0.017496724090179328,-0.06810515482504886,-0.2182818182808275,0.10778592211798232,-0.1067402427462012,-0.0,0.01539016242601654,0.0045021121627238925,0.024782293011089473,0.21041849634010934,1.5398348119642886,1.8954536563899533,1.8954536563899533,-0.08221354426946115,-0.4025512712822732,-0.020007078311950588,-0.015938933266124167,-0.16812521036687933,-0.08222487497304898,-0.02083333333333348,-0.08325393584683072,-0.7628515040332728,0.04582335289401673,-0.0,0.0,-0.08221354426946115,-0.08221354426946115,-0.04643045828777703,0.11764705882352955,0.11764705882352933,0.11767007259356699,0.11764705882352933,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03245324829027793,-0.060367014190983226,000080,,
12,80,Hite_Jinro,생활소비재,2021,Q3,0.004971598791916332,0.010429713121749784,0.008942408272992086,0.029605562389905193,-0.007834902605450944,0.017114956466026676,-0.0,-0.023598230002784604,-0.006789876115768312,0.017256904544062146,0.08061077428503849,0.5571987962744418,0.6609428435290708,0.6609428435290708,-0.06931344857304822,-0.01761921683046319,-0.034507991437758845,-0.0003381422427111147,0.05306772908366497,-0.06937716438105035,0.1504424778761062,-0.06736077481840197,-0.0,-0.0,-0.0,0.0,-0.06931344857304822,-0.06931344857304822,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03759449289155107,-0.03245324829027793,000080,,
13,80,Hite_Jinro,생활소비재,2021,Q2,0.33592625106691487,0.005515664352230942,0.12424971737042645,0.24267026448466533,0.03598571093470815,0.18432813090991884,-0.0,-0.0748060302714797,-0.02043498266970678,-0.048772073777403335,0.08270118270109883,0.5423793325890897,0.5521913146459414,0.5521913146459414,-0.06484636931230536,-0.7421096287815034,-0.007129469356493168,-0.013438380398341998,-0.11734330484330613,-0.06502616415047213,0.11023622047244086,-0.131754905184698,-0.0,-0.0,-0.0,0.0,-0.06484636931230536,-0.06484636931230536,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08779338705173555,-0.03759449289155107,000080,,
14,80,Hite_Jinro,생활소비재,2021,Q1,-0.8198402890800562,-0.0004980129276397349,-0.1936135240996295,-0.45077697870141153,-0.027817243225708665,-0.2997927692958371,-0.0,0.009466151554164859,0.0026038112669686253,-0.03711054583482465,-0.8679218451408715,2.553475684458523,2.296362908976983,2.296362908976983,-0.07241854831703987,-2.0127382750040668,0.003980375432345529,-0.015428372481669506,-0.17195325542571194,-0.07231825865355468,-0.016000000000000014,-0.3732219462632649,-0.0,-0.0,-0.0,0.0,-0.07241854831704009,-0.07241854831704009,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3857845769560666,0.08779338705173555,000080,,
