,code,name,sector,year,quarter,유동자산 변화율,비유동자산 변화율,자산총계 변화율,유동부채 변화율,비유동부채 변화율,부채총계 변화율,자본금 변화율,이익잉여금 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,법인세차감전 순이익 변화율,당기순이익 변화율,당기순이익(손실) 변화율,소비자물가지수 변화율,환율 변화율,GDP 변화율,금리 변화율,수출액 변화율,실업률 변화율,전체 주주 수 변화율,주주 비율 변화율,보유 주식 수 변화율,전체 주식 수 변화율,보유 주식 비율 변화율,접수일자 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 증감 비율 변화율,1인평균급여 변화율,기초 소유 주식 수 변화율,기초 소유주식 지분율 변화율,기말 소유주식 수 변화율,기말 소유주식 지분율 변화율,발행할 주식 총수 변화율,현재까지 발행한 주식 총수 변화율,현재까지 감소한 주식의 총수 변화율,주식 수 감소 변화율,이익 소각 변화율,상환주식의 상환 변화율,기타 변화율,발행주식의 총수 변화율,자기주식수 변화율,유통주식수 변화율,증자주식수 변화율,주식액면가액 변화율,발행금액 변화율,보유 지분율 변화율,Relative Return,Label,Code
0,80,Hite_Jinro,음식료·담배,2024,Q3,0.0802309580988374,-0.05381225309641047,-0.016394639525985966,-0.02669055799099107,0.04871650070662881,-0.006101223109356013,-0.0,-0.20229345615574257,-0.035690868729803205,-0.03342222307057052,-0.027601185722398558,0.0866808112952705,-0.025290722070020477,-0.025290722070020477,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.005170537880498038,0.0,0.005170537880497927,0.005170537880497927,0.0,0.0,0.005170537880498038,0.005170537880498038,0.005170537880498038,0.005170537880498038,0.005170537880498038,0.005170537880497927,0.005170537880498038,0.005170537880497927,0.0051705378804981494,0.005170537880498038,0.0051705378804981494,0.005170537880498038,0.005170537880497927,0.005170537880498038,0.0,0.0,0.005170537880498038,0.005170537880497927,0.005170537880497927,0.005170537880498038,0.0051705378804981494,0.0051705378804981494,0.0,0.02482612226164639,0.02482612226164639,000080
1,80,Hite_Jinro,음식료·담배,2024,Q2,-0.10056065799144709,-0.00016175982469013306,-0.026296554699050123,-0.07640142417074114,0.10159521656540127,-0.0211601212922512,-0.0,-0.24580088480732942,-0.0360659600032629,-0.0952911325626229,-0.5940087497274638,-0.3236607120656536,-0.2397106647297469,-0.2397106647297469,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.05806493737806062,0.0,-0.05806493737806062,-0.0580649373780604,0.0,0.0,-0.05806493737806062,-0.05806493737806062,-0.05806493737806062,-0.05806493737806062,-0.0580649373780604,-0.05806493737806062,-0.05806493737806062,-0.0580649373780604,-0.05806493737806062,-0.05806493737806062,-0.05806493737806062,-0.05806493737806062,-0.0580649373780604,-0.05806493737806062,0.0,0.0,-0.0580649373780604,-0.05806493737806062,-0.0580649373780604,-0.05806493737806062,-0.05806493737806062,-0.05806493737806062,0.0,-0.14439525292483796,0.02482612226164639,000080
2,80,Hite_Jinro,음식료·담배,2024,Q1,0.03315829481892707,0.009810786724987808,0.015996247578761835,0.05035829598662345,-0.10537445508692156,0.00693734941521662,-0.0,0.21501944174767285,0.032777774062303755,0.030612977371867522,-0.4212816648268576,-4.577404304454936,6.4163447874668895,6.4163447874668895,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.019565193547971926,0.0,-0.1226212475566324,0.060742498270821454,0.0,0.0,0.49648365621735435,0.49648365621735435,0.49648365621735435,0.49648365621735435,0.04071126405827585,0.06941178485428379,0.07215686281072742,0.07501658016372026,0.07632878066096416,-0.14751468339733664,-0.14751468339733687,-0.14751468339733664,-0.14751468339733687,-0.14751468339733664,0.0,0.0,-0.14751468339733664,-0.14751468339733664,-0.1475146833973371,-0.02365597633883021,-0.02365597633883021,-0.023655976338829987,0.0,0.07829396500631221,-0.14439525292483796,000080
3,80,Hite_Jinro,음식료·담배,2023,Q4,0.06809378772243291,-0.007094681850946749,0.013981675448834108,0.02484482568218238,-0.04973006751382236,0.005138902611482421,-0.0,0.40951448612130625,0.029954228229900126,0.018247123687680666,0.13466584259986247,0.636310622162622,1.4443733858485808,1.4443733858485808,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,-0.10566646158298498,0.0,0.034372558312079526,-0.15413918043443875,0.0,0.0,-1.1529269042566779,-1.1529269042566779,-1.1529269042566783,-1.1529269042566783,-0.13003920784958178,-0.16489105021910144,-0.16833744823127184,-0.1719495290569475,-0.17361444263504233,0.05532025084575176,0.055320250845751984,0.05532025084575187,0.05532025084575187,0.05532025084575176,0.0,0.0,0.05532025084575187,0.05532025084575187,0.055320250845751984,-0.05898261556556106,-0.05898261556556128,-0.05898261556556128,0.0,-0.08967059887248052,0.07829396500631221,000080
4,80,Hite_Jinro,음식료·담배,2023,Q3,-0.09270911721918629,3.427493868513043e-05,-0.024336271574538992,0.006118568027627114,-0.1534918485429133,-0.03160062933143459,-0.0,-0.039699472260998014,-0.011470825467099433,-0.005466180006437282,-4.940611665452566,3.205327338075375,2.472053341788982,2.472053341788982,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.0015478827449737498,0.0,-0.0015478827449735277,-0.0015478827449737498,0.0,0.0,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449735277,-0.0015478827449735277,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449735277,-0.0015478827449737498,0.0,0.0,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,-0.0015478827449737498,0.0,-0.08994987313571379,-0.08967059887248052,000080
5,80,Hite_Jinro,음식료·담배,2023,Q2,0.13641917610401266,-0.005814312174138969,0.035910879928839345,0.06836137468260162,-0.009208579083249901,0.05112593418988398,-0.0,0.02626055787165582,0.00773214600764871,-0.05317315783530008,0.8384316553527165,1.2904599788180706,1.3777706503521898,1.3777706503521898,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,-0.03577104209239046,0.0,-0.03577104209239046,-0.03577104209239046,0.0,0.0,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239068,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,0.0,0.0,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,-0.03577104209239046,0.0,-0.224453738477296,-0.08994987313571379,000080
6,80,Hite_Jinro,음식료·담배,2023,Q1,-0.08297628706060656,-0.004991940490844948,-0.026679968343786165,-0.18380846964116815,0.21186173151290022,-0.06500935459728985,-0.0,0.1167912853350569,0.03747612689528845,0.009369547541689394,-1.4916901443666823,1.8671516366329755,1.9147914841313023,1.9147914841313023,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.11081771081795533,0.0,-0.008044126285786879,0.1647695225805753,0.0,0.0,0.06491316533184743,0.06491316533184743,0.06491316533184743,0.06491316533184743,0.11977078262540031,0.1724786463923741,0.17491969452655765,0.17746268522466513,0.17862955357095478,-0.020422232556317477,-0.0204222325563177,-0.020422232556317477,-0.020422232556317477,-0.020422232556317477,0.0,0.0,-0.020422232556317477,-0.020422232556317477,-0.0204222325563177,0.06491316533184743,0.06491316533184754,0.06491316533184743,0.0,-0.065360363657063,-0.224453738477296,000080
7,80,Hite_Jinro,음식료·담배,2022,Q4,0.15929439718065386,0.01132933907094602,0.0574638446460386,0.08490486250395912,0.11882171472162495,0.09535946817404928,-0.0,-0.043660870690116926,-0.013606506822322784,0.06303004997257622,0.7197917538727413,1.8706032194121973,1.8852484103937535,1.8852484103937535,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,0.03684671810597606,0.0,0.1504153263773622,-0.025368282385680452,0.0,0.0,0.08412907948633808,0.08412907948633808,0.08412907948633819,0.08412907948633819,0.02705020110317402,-0.03492053261722017,-0.03798240528393482,-0.041191475017333,-0.0426706290091845,0.16072110867060974,0.16072110867060996,0.16072110867060985,0.16072110867060996,0.16072110867060962,0.0,0.0,0.16072110867060974,0.16072110867060974,0.16072110867060996,0.08412907948633819,0.08412907948633797,0.08412907948633808,0.0,-0.06201702978717745,-0.065360363657063,000080
8,80,Hite_Jinro,음식료·담배,2022,Q3,-0.08905945013229388,0.00014981265848801328,-0.026055906898115655,-0.030210789605388477,-0.018170216487112256,-0.026469125660202097,-0.0,-0.0859231743901192,-0.025281842998496673,-0.029728978613393853,0.06919448480591361,0.13208341449804395,0.13217290485173494,0.13217290485173494,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,-0.02778845617188419,0.0,-0.02778845617188419,-0.02778845617188397,0.0,0.0,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,-0.02778845617188397,-0.02778845617188397,-0.02778845617188419,-0.02778845617188419,-0.02778845617188397,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,-0.02778845617188397,0.0,0.0,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,-0.02778845617188419,0.0,-0.028131566770931288,-0.06201702978717745,000080
9,80,Hite_Jinro,음식료·담배,2022,Q2,0.2874785312870728,0.00486814847886663,0.10871490601268263,0.19261584075039462,0.10949444394848495,0.16849693083145334,-0.0,-0.10988968351355366,-0.030006510551201515,-0.07507877310486655,-0.08027579873853319,-0.09420025551049438,-0.050358781543438536,-0.050358781543438536,-0.38636857995042173,-0.045732630383092276,-0.007975770342554478,-0.2746673361787626,-0.056550678111290775,0.033707865168539186,-0.05643214740049518,0.0,-0.0564321474004954,-0.0564321474004954,0.0,0.0,-0.05643214740049518,-0.05643214740049518,-0.05643214740049518,-0.05643214740049518,-0.05643214740049518,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,0.0,0.0,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,-0.0564321474004954,0.0,0.32362506353247594,-0.028131566770931288,000080
