,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,Label,Code
35,SK하이닉스,2016,Q1,정보기술,-0.07879916666053198,0.04892689614390866,-0.8940843129976158,0.003188343494119783,0.0035251600812571393,-0.8144521807174053,-0.8982958163950133,0.24876142612831736,000660
35,LG,2016,Q1,정보기술,0.005402126438243237,0.00010678800967456326,-0.2365576365206884,0.03768520599627356,0.0070379493684773475,-0.39652544690367986,-0.2283839299735071,-0.09291841151364286,003550
35,한솔테크닉스,2016,Q1,정보기술,0.10386480439965097,-0.012102868319031734,-1.0669233714494548,0.04191434291429208,-0.0007566600080445296,-0.7839048728050397,-0.7695006744684763,-0.20771220901654622,004710
35,삼성전자,2016,Q1,정보기술,-0.017679399203446352,-0.03077684254038604,-0.7784457705518095,-0.018112627695284655,-0.02653961967042673,-0.7580358484404188,-0.7745616860156371,0.16571017441977415,005930
35,삼성SDI,2016,Q1,정보기술,0.09052292737625928,-0.09065998911413464,3.1942603965510727,-0.047358570726510285,-0.09847028751890452,-0.8416533709998514,2.6446907778367286,0.060029098997607486,006400
35,대덕전자,2016,Q1,정보기술,-0.09651896158373863,0.25310809257237743,-0.8968848929687514,0.006398515384439474,-0.013586904896992658,-0.7977071058664476,-0.9150201686423336,0.013435611939242587,008060
35,삼성전기,2016,Q1,정보기술,-0.0993868630074062,0.0039046385619108115,-1.2710563284752445,-0.009296538019110456,-0.020206391906374965,-0.7686757895379387,-45.332605077742556,0.10466947210532883,009150
35,LG이노텍,2016,Q1,정보기술,-0.043700186495597565,-0.006512849521508546,-1.5309068962420627,-0.017520587469946336,-0.02560319917486964,-0.8053637875714021,-1.096478169827468,0.12340516692821714,011070
35,삼성에스디에스,2016,Q1,정보기술,0.05162001679427888,-0.04191336826977432,-0.7488643367031431,-0.029511231426023854,0.011807674521447264,-0.7815583203956377,-0.8125171851163,-0.07856648295085093,018260
35,일진머티리얼즈,2016,Q1,정보기술,0.2699963456068626,0.0037923935420955956,-1.0757257359641457,-0.01368080023699525,0.013534023255531658,-0.7564404082741492,-0.3675281433328048,0.07825357356313102,020150
35,신도리코,2016,Q1,정보기술,-0.04616794882176696,0.016532676614405384,-0.4714356169151964,0.017390234472539845,-0.004000346082671191,-0.7270123261602082,0.21243502725514674,0.03321001264586938,029530
35,LG디스플레이,2016,Q1,정보기술,-0.02260374518174348,-0.0028363398870462353,-1.0816527395301052,-0.042469993483152724,-0.020669516256688336,-0.7846775111146451,-1.1521049326981951,0.1781595304821888,034220
35,SK,2016,Q1,정보기술,-0.0001983175853244451,0.042851141878421206,-0.9040213144957245,0.05810925805329292,0.0333449547483351,0.6593323065081969,1.5511043930388815,-0.047060257624400886,034730
35,한미반도체,2016,Q1,정보기술,0.13236126080022617,-0.03691192793837483,-0.3907453286232927,0.027841508344518484,-0.0420438313726077,-0.562013738241973,-0.31118028995323366,-0.1682479590873317,042700
35,LG전자,2016,Q1,정보기술,-0.11220968236911849,-0.0004573928267916916,-1.111397433630649,0.03012184737907808,-0.01416090531769354,-0.74715578177261,-5.632377259508468,-0.09335283272738491,066570
