,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
2,CJ대한통운,2024,Q4,산업재,-0.0005688407070316842,0.03922681815099893,0.02837537872182949,0.09672507887234771,0.06345314151588921,0.1594963012056081,0.0028121761036987714,-0.07238624361735187,000120
2,두산,2024,Q4,산업재,0.2714160839160839,-0.013924817770870401,0.02316052780821387,0.0012798861986249577,0.12218197609343018,0.08171786136784842,0.021834881478019152,0.30188790036066454,000150
2,LG상사,2024,Q4,산업재,-0.1599475524475525,0.08627024154339669,0.062011020709365816,0.03646885382917908,-0.11157904068699587,-0.8204160529404149,0.05127187528764243,0.08079065887507356,001120
2,대한항공,2024,Q4,산업재,-0.14221052552597618,0.12307577087388433,0.08311507778755312,0.006176315558991563,-0.04979593220262102,-0.29637320611217355,0.1537532698570736,0.022919646392410585,003490
2,S&T중공업,2024,Q4,산업재,0.28277972027972026,0.01708789093095775,-0.040236094884000484,0.030472402880053373,0.16979367589911032,0.2520211483293979,-0.18390580272380685,0.02190783278488488,003570
2,LS,2024,Q4,산업재,0.12818431568431565,-0.10109424722108074,-0.08602809797820155,-0.01715452754147484,-0.835023468737324,-1.247531410369846,0.22173877411135368,0.2540217042013793,006260
2,LS산전,2024,Q4,산업재,0.32649338539183936,0.08317595413667256,0.10218380498125712,-0.005060402799888064,0.16034380166887785,0.3383780622366077,0.3692012907524298,0.2121332106059748,010120
2,현대상선,2024,Q4,산업재,0.06279188379973717,0.16679344036587707,0.14145269029282392,0.14924864565724993,-0.114967535584925,-0.31040752286451767,0.1770090544954821,0.05397828770067368,011200
2,한국단자,2024,Q4,산업재,-0.1686569572525748,0.01810575929700775,0.057875371201466796,0.045994933863200194,0.06486117058405316,-0.013708861252929028,-0.01588678683732836,-0.05922321075044655,025540
2,대우인터내셔널,2024,Q4,산업재,0.06991766120315014,-0.0015255823486892695,0.004841242462609863,-0.008151451868786519,-0.08368150128907004,-0.5486630405182318,0.05169760582544347,-0.15657159948427046,047050
2,한국항공우주,2024,Q4,산업재,0.1785056361548899,0.025593354808630897,0.07347939089674727,-0.0012885949350825987,0.21180782373162987,-0.5208663864974834,0.02216938018072434,0.10058850111688804,047810
2,한전KPS,2024,Q4,산업재,-0.13101248751248754,0.005303211060400104,0.04432227169097347,0.02679266821574,0.22883533216841,0.02782651134631542,-0.7499574032456178,0.02628891862960735,051600
2,현대글로비스,2024,Q4,산업재,-0.05127354119289606,-0.0026372657979086833,0.043551293401630664,0.02293885978808241,-0.029055572632209703,-0.07011768278625574,0.07633833723738448,-0.05795573858745201,086280
