,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
4,CJ대한통운,2024,Q2,산업재,-0.1259301080721996,-0.011634194010508914,0.002853357664313494,0.007403214419064996,0.043695626909183716,0.15919370845548575,-0.09037842485550607,-0.045049518370987585,000120
4,두산,2024,Q2,산업재,-0.0455161477199009,0.006085550271659468,-0.01337574883331405,-0.000517960737378087,0.12107096181874355,-0.4547439021147267,0.02137027107148648,0.576339132409057,000150
4,LG상사,2024,Q2,산업재,0.06237257237707773,0.0465708756635983,0.04813797823827781,0.059429365849587024,0.1956952449012157,60.72725208579178,-0.0014272511612470895,0.03935304208420444,001120
4,대한항공,2024,Q2,산업재,-0.00526534526083991,0.01735087543720959,0.023924608498377298,0.03597343002580633,0.05263683324565194,-0.051926385720870605,0.04699501232385672,0.23188828067207462,003490
4,S&T중공업,2024,Q2,산업재,0.5125356301350722,0.020651059213598222,0.003360659808866018,0.06932868663561753,0.32402685639068074,4.349100149118882,-0.2939102728178131,0.12321590905795436,003570
4,LS,2024,Q2,산업재,-0.23381056685538884,0.0520086698787845,-0.0014973255880441627,0.04237806548112233,2.581593944633626,3.3646600160532047,0.00982263564640129,0.01240458199620946,006260
4,LS산전,2024,Q2,산업재,0.02609592778154232,0.023715506666802444,0.012410271152120789,0.07393284790227606,0.07763014523766731,0.4808908121537474,-0.16837963741646722,-0.06381382043048417,010120
4,현대상선,2024,Q2,산업재,0.024430111805665407,0.021571403235237874,0.060346907818307205,0.06169523215591255,0.14479786241181158,0.592822948471484,0.164460621029199,0.06789373361372278,011200
4,한국단자,2024,Q2,산업재,0.07311816833167689,-0.015951752605118164,0.014601813129621277,0.04207012998187665,0.15326400779965832,0.5393931977313924,0.026614134012175272,0.2847673435329886,025540
4,대우인터내셔널,2024,Q2,산업재,0.10690412009333883,0.0037417215932531445,-0.0042698611901859085,0.03709823603044882,0.037192965231912956,0.3808654641364424,0.024440234026503527,0.05579092265251979,047050
4,한국항공우주,2024,Q2,산업재,0.07204050007779231,0.008736469223160848,0.05447035497689501,0.034261440818694755,0.19825893131913208,0.3849957887998614,0.369248161685946,0.28873716071611066,047810
4,한전KPS,2024,Q2,산업재,0.19393545393995928,-0.008777307876037144,-0.03474012368098256,0.0276968496896548,0.2771948895957279,0.4698592630331633,6.901550068926304,0.16495993640367362,051600
4,현대글로비스,2024,Q2,산업재,0.20362637743797762,0.08520295452632065,0.013792973630205374,0.03531560774011733,0.06047181791834633,0.031413158005189956,0.15323908019568755,0.14694704913473322,086280
