,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
7,S_hynix,전기·전자,2022,Q4,0.0018108090406613736,0.07248113548884094,-0.06723750747427237,0.004520310424048435,0.11456608043309557,0.042206707536938115,-0.1382814892832629,-0.5466169921850585,0.0,0.028887761569048043,-0.13666154130020303,000660
7,SEBANG_Global_Battery,전기·전자,2022,Q4,-0.15569418596433365,-0.007890322776911374,-0.037833575002747644,0.004520310424048435,0.11456608043309557,0.08413473469018373,-0.3122441022405311,-0.5980124810405929,0.08413473469018373,0.08413473469018384,0.04980739828187379,004490
8,Hansol_Technics,전기·전자,2022,Q4,-0.05179346145165466,-0.03273894637894914,0.025373335614697345,0.004520310424048435,0.11456608043309557,0.0,0.0018487411989774882,-0.031070240729835108,0.0,0.0,0.08456864760862791,004710
8,Samsung_Electronics,전기·전자,2022,Q4,0.02184016457089563,-0.011449090376209003,-0.07454571490714423,0.004520310424048435,0.11456608043309557,0.01929737683310906,-0.26983341776233827,-0.5969520441492517,0.08351890658086325,-0.010571507093452892,-0.016943231441048114,005930
8,Samsung_SDI,전기·전자,2022,Q4,0.11493978532753239,-0.011253912146853784,-0.031071317896920414,0.004520310424048435,0.11456608043309557,0.08263441758681744,-0.000716795112745805,0.07804894525227768,0.0,0.08263441758681744,0.05760222310440642,006400
7,Dong-A_Tire,전기·전자,2022,Q4,0.20873293820518726,0.02129748420771238,0.05031302716826769,0.004520310424048435,0.11456608043309557,0.08413858749768555,-0.07857213752879333,-0.17717407655557404,0.08413858749768566,0.08413858749768555,0.01696189862257434,007340
8,Samsung_Electro-Mechanics,전기·전자,2022,Q4,-0.059664977530182225,0.024295571688401907,-0.08482870719992563,0.004520310424048435,0.11456608043309557,0.08396042310051488,0.0016572311837120823,-0.25289247233865497,0.08396042310051477,0.08396042310051488,0.12279475982532742,009150
7,LS_Electric,전기·전자,2022,Q4,-0.10620359035304837,-0.03255669902934821,-0.019481457165585914,0.004520310424048435,0.11456608043309557,0.08409327088366592,-0.776088577138349,-0.5021892110834267,0.0840932708836657,0.0840932708836657,0.1754457749014466,010120
7,LG_Innotek,전기·전자,2022,Q4,-0.12091357640048707,0.006748004489271042,-0.11742938131892111,0.004520310424048435,0.11456608043309557,0.0840921869964324,-0.7745266403542004,-1.3351506938588202,0.0840921869964325,0.0840921869964325,-0.11676497832161853,011070
7,Iljin_Materials,전기·전자,2022,Q4,-0.1835823078710802,0.009108679476321435,-0.012723772392298827,0.004520310424048435,0.11456608043309557,0.08414376550320746,-0.02104272141585617,-0.15098078998852782,0.08414376550320746,0.08414376550320735,-0.011129277952676021,020150
7,Korea_Electric_Terminal,전기·전자,2022,Q4,0.25093742868966906,-0.00028788021381953577,-0.004331465032235249,0.004520310424048435,0.11456608043309557,0.0841368851488683,-0.36150769734283195,-0.7326333963581042,0.0841368851488683,0.08413688514886841,-0.1760341405319572,025540
8,Sindoh,전기·전자,2022,Q4,0.10464963687948921,0.01593772368345059,-0.0033219622269480276,0.004520310424048435,0.11456608043309557,0.08414215278569337,0.0018402492844522556,-0.04389057407610264,0.08414215278569359,0.08414215278569337,0.003561500420150625,029530
7,LG_Display,전기·전자,2022,Q4,-0.07803014795860956,0.16377220194411923,0.012952608375257912,0.004520310424048435,0.11456608043309557,0.05764584758410263,-0.44658238876665024,-0.6719296648917028,0.05764745036039398,0.05764745036039387,0.012029316175870424,034220
7,LG_Electronics,전기·전자,2022,Q4,-0.028229936730421484,0.020832473135846796,-0.036385487845955744,0.004520310424048435,0.11456608043309557,0.08371965018473926,-0.023099306001081343,-0.21376966245549478,0.0,0.08341292832384417,0.06701666830832531,066570
