접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160329000806,Y,00157070,한국단자공업,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004291,Y,00157070,한국단자공업,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330000378,Y,00157070,한국단자공업,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329001399,Y,00157070,한국단자공업,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003319,Y,00157070,한국단자공업,-,-,-,-,-,-,2019-12-31,2019,Q4
20210311001113,Y,00157070,한국단자공업,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317000875,Y,00157070,한국단자공업,-,-,-,-,-,-,2021-12-31,2021,Q4
20230323000756,Y,00157070,한국단자공업,-,-,-,-,-,-,2022-12-31,2022,Q4
20240325000553,Y,00157070,한국단자공업,-,-,-,-,-,-,2023-12-31,2023,Q4
20250320000091,Y,00157070,한국단자공업,-,-,-,-,-,-,2024-12-31,2024,Q4
