,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,금리 변화율,매출액 변화율,법인세차감전 순이익 변화율,Label,Code
5,CJ대한통운,2023,Q3,산업재,-0.0018312838947458498,0.0018936867422048032,0.01983242696746279,0.017443120431162473,0.11207897793263655,-0.007313342747866547,0.4321367191775458,0.45385138144132386,000120
5,두산,2023,Q3,산업재,-0.2355025124873475,0.019620124704323283,0.03339766075329509,-0.0035865908306648153,0.11207897793263655,-0.5884661755773319,-0.8654280605449347,0.7618153709008032,000150
5,SK하이닉스,2023,Q3,정보기술,0.19518738408239644,0.01333557454635792,0.015677865297970772,-0.0169890213724585,0.11207897793263655,0.35146387901434273,-0.5813158161396179,0.12280654486687421,000660
5,LG상사,2023,Q3,산업재,-0.14747209053297525,0.02742155251975409,0.0427774402702068,0.02466843578952993,0.11207897793263655,0.021704356271748937,0.2181674555127997,-0.19492066041087908,001120
5,대한항공,2023,Q3,산업재,-0.11089987595250758,0.01728471997014669,0.010281467872702565,0.04429352983633583,0.11207897793263655,0.09288287864690692,0.15443719917471332,-0.06269085546436148,003490
5,LG,2023,Q3,정보기술,0.03902478990411453,0.006988829396100016,0.002280500908119709,0.0025304598282456237,0.11207897793263655,0.31938333278194997,0.6373415765069552,-0.025779461755282854,003550
5,S&T중공업,2023,Q3,산업재,0.4007626565506782,0.03512418415978291,0.008081755605030105,0.01450551352584406,0.11207897793263655,0.4148458955599579,0.4489101488053131,0.17628129866075112,003570
5,한솔테크닉스,2023,Q3,정보기술,0.006413112700537828,-0.005673436394007858,-0.004673001626755546,0.058897819332699886,0.11207897793263655,0.06126916483001188,0.30885064861106737,-0.0867870625702989,004710
5,삼성전자,2023,Q3,정보기술,0.08806308701045537,0.033361199049093626,0.029587544024118007,0.03675368439640114,0.11207897793263655,0.1544746257452474,-0.46117126125623753,-0.07907967861134663,005930
5,LS,2023,Q3,산업재,-0.3065947912067449,0.041351272135183414,0.020044249784513468,0.04853110346944889,0.11207897793263655,0.001592664606222094,-0.38288825027452633,0.2954907408760818,006260
5,삼성SDI,2023,Q3,정보기술,-0.28770043814046464,0.037010546974040937,-0.02169645804989595,0.017095076661806763,0.11207897793263655,-0.001056229273141418,1.3011079535310994,-0.12927765950942557,006400
5,대덕전자,2023,Q3,정보기술,-0.014959936012567641,-0.03425831410330782,0.0031791990314253837,0.0029331483002432712,0.11207897793263655,-0.024905383697657935,2.89584013052817,-0.04686844106463875,008060
5,삼성전기,2023,Q3,정보기술,-0.06054771648406905,0.04033447752934882,0.006106230361268894,0.013507518504086935,0.11207897793263655,0.04943003244628286,-0.35867056339357406,-0.10836384571847801,009150
5,LS산전,2023,Q3,산업재,-0.3045992747501028,0.04139306902291473,0.016661947462551785,0.01847702793962247,0.11207897793263655,-0.13549453064137496,-0.3964950409889797,0.1289886933733804,010120
5,LG이노텍,2023,Q3,정보기술,-0.06411316144140572,0.029157094284405494,0.20629018042990466,0.03291280913550776,0.11207897793263655,0.21993070412304694,-5.725688244671084,-0.22337108492058472,011070
5,현대상선,2023,Q3,산업재,-0.007463480129581125,0.07156116245203958,-0.004745470167429877,0.02789334119253839,0.11207897793263655,-0.0027071392359979685,-0.6278977762556539,-0.14033108180328285,011200
5,삼성에스디에스,2023,Q3,정보기술,0.12041705171341337,-0.009042095065096123,0.0013292442837353757,0.013803793701751221,0.11207897793263655,-0.005128128959961398,0.042384572883712224,0.01185493249169775,018260
5,일진머티리얼즈,2023,Q3,정보기술,-0.23038020457949288,0.014083214716652082,-0.0420418015707017,-0.009583169814612824,0.11207897793263655,-0.0811532220388137,-2.891751722239656,-0.12560749097490714,020150
5,한국단자,2023,Q3,산업재,0.26112799861195235,0.010543488879214635,0.034315606866602844,0.017150701799853785,0.11207897793263655,-0.09645090543050594,-0.1126743777555852,-0.21019469644483962,025540
5,신도리코,2023,Q3,정보기술,0.02563904620318104,0.09443854521058559,0.021146110976523858,0.023998326153581884,0.11207897793263655,-0.012993060876440699,0.6788287637759713,0.02830142590748541,029530
5,LG디스플레이,2023,Q3,정보기술,-0.014785660795847602,0.014647500773481648,-0.005361576659693834,-0.10018290972058619,0.11207897793263655,0.0830242346602903,-5.356197807662819,-0.2226266835274046,034220
5,SK,2023,Q3,정보기술,0.07693036277428286,0.011185537492520492,0.022635298338889775,-0.0024003029229469064,0.11207897793263655,-0.03171634477377716,-1.1521040015695774,0.061618743903792364,034730
