,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
22,CJ대한통운,2019,Q2,산업재,-0.00792598073606629,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.013238908120392273,000120
22,두산,2019,Q2,산업재,-0.006592791977423865,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.1135768162663077,000150
22,SK하이닉스,2019,Q2,정보기술,0.05406992473683393,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.01912626738862036,000660
22,LG상사,2019,Q2,산업재,-0.05394123799949756,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.14225060387512825,001120
22,대한항공,2019,Q2,산업재,-0.2534840681909607,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.025140861976313933,003490
22,LG,2019,Q2,정보기술,0.023270959911615076,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.059076556994462875,003550
22,S&T중공업,2019,Q2,산업재,-0.12988144895052395,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.12905589489096198,003570
22,한솔테크닉스,2019,Q2,정보기술,0.19375434320305918,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.03381547227701083,004710
22,삼성전자,2019,Q2,정보기술,0.06510638104812148,0.05879535865075303,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.0964626239919313,005930
22,LS,2019,Q2,산업재,-0.023392594361714578,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.06602178898043175,006260
22,삼성SDI,2019,Q2,정보기술,0.20260305304368428,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.15386900337354675,006400
22,대덕전자,2019,Q2,정보기술,0.006173116752958632,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.026854043612573375,008060
22,삼성전기,2019,Q2,정보기술,-0.06240130778684366,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.1282414232109355,009150
22,LS산전,2019,Q2,산업재,0.017106090577377338,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.030747183579599116,010120
22,LG이노텍,2019,Q2,정보기술,-0.03872303304403682,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.0026629546692488043,011070
22,현대상선,2019,Q2,산업재,-0.0499526210732302,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.04180474946374182,011200
22,삼성에스디에스,2019,Q2,정보기술,0.03847277678674481,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.12666487098991314,018260
22,일진머티리얼즈,2019,Q2,정보기술,0.1998716647001191,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.07650721191190342,020150
22,한국단자,2019,Q2,산업재,0.1215726834160632,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.05879535921825618,-0.3661595562443917,025540
22,신도리코,2019,Q2,정보기술,-0.1475082024312897,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.11749472031828928,029530
22,LG디스플레이,2019,Q2,정보기술,-0.21489537808619802,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.01689263455515619,034220
22,SK,2019,Q2,정보기술,-0.16481094634106053,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.24928080050031282,034730
22,한미반도체,2019,Q2,정보기술,-0.16919210734872756,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.06121368468929442,042700
22,대우인터내셔널,2019,Q2,산업재,0.06384430868480663,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.0314484796623951,047050
22,한국항공우주,2019,Q2,산업재,0.3056376231813287,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.11891766769815537,047810
22,한전KPS,2019,Q2,산업재,-0.03296196451065521,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,-0.03653392241118429,051600
22,LG전자,2019,Q2,정보기술,-0.10555574371236393,0.0,0.017241379310344973,0.0,0.17798441463015324,0.0,0.0,0.037752934426992193,066570
22,현대글로비스,2019,Q2,산업재,0.06795842970710879,0.0,0.017241379310344973,0.058795359218169585,0.17798441463015324,0.0,0.0,-0.11566459207068017,086280
