접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230918000080,2023-09-18,00139889,SKC,최두환,비등기임원,부문장,-,"1,605",500,0.00,0.00,2023,Q3
20230918000077,2023-09-18,00139889,SKC,박원철,등기임원,대표이사 사장,-,"3,315","1,244",0.00,0.00,2023,Q3
20231004000081,2023-10-04,00139889,SKC,고도일,비등기임원,본부장,-,"1,245",104,0.00,0.00,2023,Q4
20231004000080,2023-10-04,00139889,SKC,최갑룡,비등기임원,부문장,-,"1,207",300,0.00,0.00,2023,Q4
20231004000082,2023-10-04,00139889,SKC,박종희,비등기임원,실장,-,401,100,0.00,0.00,2023,Q4
20231004000083,2023-10-04,00139889,SKC,나윤아,비등기임원,본부장,-,"2,796",200,0.01,0.00,2023,Q4
20231213000315,2023-12-13,00139889,SKC,김기태,비등기임원,본부장,-,0,-720,0.00,0.00,2023,Q4
20231213000317,2023-12-13,00139889,SKC,박종희,비등기임원,실장,-,0,-401,0.00,0.00,2023,Q4
20231213000322,2023-12-13,00139889,SKC,최두환,비등기임원,부문장,-,0,"-1,605",0.00,0.00,2023,Q4
20240105000610,2024-01-05,00139889,SKC,이완재,비등기임원,연구위원,-,0,"-13,142",0.00,-0.03,2024,Q1
20240105000611,2024-01-05,00139889,SKC,고도일,비등기임원,본부장,-,0,"-1,245",0.00,0.00,2024,Q1
20240502000597,2024-05-02,00139889,SKC,박영석,등기임원,사외이사,-,"1,514",442,0.00,0.00,2024,Q2
20240502000608,2024-05-02,00139889,SKC,박시원,등기임원,사외이사,-,"1,069",353,0.00,0.00,2024,Q2
20240502000610,2024-05-02,00139889,SKC,채은미,등기임원,사외이사,-,721,353,0.00,0.00,2024,Q2
20241212000350,2024-12-12,00139889,SKC,이동훈,비등기임원,본부장,-,45,45,0.00,0.00,2024,Q4
20241212000357,2024-12-12,00139889,SKC,박진우,비등기임원,본부장,-,0,"-1,096",0.00,0.00,2024,Q4
20250107000331,2025-01-07,00139889,SKC,최갑룡,비등기임원,부문장,-,0,"-1,207",0.00,0.00,2025,Q1
20250327000922,2025-03-27,00139889,SKC,박영석,등기임원,사외이사,-,0,"-1,514",0.00,0.00,2025,Q1
20250429000401,2025-04-29,00139889,SKC,채은미,등기임원,사외이사,-,"1,232",511,0.00,0.00,2025,Q2
20250429000425,2025-04-29,00139889,SKC,박시원,등기임원,사외이사,-,"1,477",408,0.00,0.00,2025,Q2
20250429000435,2025-04-29,00139889,SKC,정현욱,등기임원,사외이사,-,408,408,0.00,0.00,2025,Q2
