,name,year,quarter,sector,Relative Return,매출액 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,부채총계 변화율,영업이익 변화율,Label,Code
17,하이트진로,2020,Q3,생활소비재,-0.24613265477294238,0.06820344535576806,-0.011292835037684745,-0.03460499329030353,0.09873222789059177,-0.12218762855495591,0.3061280701562139,-0.14532814872049518,000080
17,CJ,2020,Q3,생활소비재,-0.15509078929638534,0.028676791373367427,0.028091312762146492,-0.3344038402106567,0.004145719267162118,0.12107943523391107,0.4990164908230561,-0.08034132147644424,001040
17,대상,2020,Q3,생활소비재,-0.0956107688888938,0.07931721579358952,-0.007716380345206386,0.06821975620823251,0.047116741269914275,-0.0913209247031943,-0.06218007691560101,-0.22717685721862335,001680
17,오리온,2020,Q3,생활소비재,-0.106244623528609,0.10284296372664126,-1.0150307015455162e-05,1.9524001197350445,0.07492009562557977,-0.016034993394523633,1.477514384721922,-0.16134826788168088,001800
17,아모레G,2020,Q3,생활소비재,-0.20948628891499707,-0.0007192544134689838,0.0015592182792318887,-0.29887945586487386,9.776784354009749e-05,-0.013718640529393089,-0.44757550391070555,0.07840385046972537,002790
17,남양유업,2020,Q3,생활소비재,-0.14968522266609224,0.00894069511089901,-0.05880168194070445,0.03402841079396679,-0.010692903669605625,-0.023072247229429466,0.1090649330934812,-0.14732050774956285,003920
17,농심,2020,Q3,생활소비재,-0.2445679544314452,-0.009289762386765044,-0.005163022573595133,-0.04142223066588324,0.010039833237831308,-0.04727363510185423,-0.006975079573810938,-0.28843649475978006,004370
17,빙그레,2020,Q3,생활소비재,-0.11754045855149031,0.042032086346143194,0.020017003719968063,-0.32625049630244507,0.5208066782410921,0.09495323942714129,-0.0640480225078367,-0.21460109103307198,005180
17,롯데칠성,2020,Q3,생활소비재,-0.13971310350803715,0.08069793685032867,0.0028243540137835588,1.3088140513874293,0.01673465017683018,0.008662303191235177,1.0455425595531853,0.10706371732283673,005300
17,현대그린푸드,2020,Q3,생활소비재,-0.11535265720144208,0.14638490734963328,0.05968927470032748,0.18366515657591376,0.013676680334292923,0.374688535452562,0.31655726817312657,0.14399937771059484,005440
17,삼립식품,2020,Q3,생활소비재,0.02835369520253319,0.04490887255967824,0.004776948048068608,-1.3282177942656017,-0.00148361074636294,0.0053520046777197905,0.8049885753236616,-0.1952273252690914,005610
17,크라운제과,2020,Q3,생활소비재,0.007250828637337864,0.1324964526786192,-0.0001719707154733685,0.067048189675871,-0.000853722701841364,0.0012663389341578402,0.2255411148620725,-0.1356658513429766,005740
17,GS리테일,2020,Q3,생활소비재,-0.060562225089484875,0.06128508792696774,-0.008462947187674263,0.24378186977052474,0.030355258045368094,0.09377190364294008,0.04464779457532586,-0.10572869048274586,007070
17,오뚜기,2020,Q3,생활소비재,-0.10735955595426544,0.0747892312241325,0.10144931722221484,0.7878996078404343,0.043840336295208227,-0.039224825097853744,0.04008905684509001,-0.1773516323031457,007310
17,한국전력,2020,Q3,생활소비재,-0.06950989702044662,0.20733354672135995,0.00153996305714732,3.287818470231663,0.03202978686670499,-0.007625839048359229,2.1368944298492525,-0.09111208004406099,015760
