접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330002354,Y,00126186,삼성에스디에스,2013년 12월 17일,삼성전자,"17,472,110",22.58%,-,"1,816,452주 증가",2015-12-31,2015,Q4
20170331003185,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402003813,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003968,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004186,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2019-12-31,2019,Q4
20210309000603,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2020-12-31,2020,Q4
20220308000737,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2021-12-31,2021,Q4
20230307000606,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2022-12-31,2022,Q4
20240329003204,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2023-12-31,2023,Q4
20250311001129,Y,00126186,삼성에스디에스,-,-,-,-,-,-,2024-12-31,2024,Q4
