code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
660,S_hynix,Technology,2016,Q4,"7,933,301,000,000","23,465,792,000,000","31,399,093,000,000","4,351,661,000,000","3,955,919,000,000","8,307,580,000,000","16,022,210,000,000","23,091,513,000,000",5324265000000.0,1497755000000.0,1500085000000.0,1476765000000.0,1476765000000.0,,
4710,Hansol_Technics,Technology,2016,Q4,"140,119,014,172","281,271,771,456","421,390,785,628","202,205,729,778","39,402,031,046","241,607,760,824","-52,814,763,796","179,783,024,804",111236381674.0,2037353631.0,-53781840400.0,-55077299108.0,-55077299108.0,"110,549,390,000",
5930,Samsung_Electronics,Technology,2016,Q4,"69,981,128,000,000","104,821,831,000,000","174,802,959,000,000","34,076,122,000,000","3,180,075,000,000","37,256,197,000,000","140,747,574,000,000","137,546,762,000,000",35311382000000.0,5154133000000.0,5880101000000.0,4668372000000.0,4668372000000.0,,
6400,Samsung_SDI,Technology,2016,Q4,"2,744,508,422,610","10,346,825,627,085","13,091,334,049,695","1,765,267,182,488","1,127,984,605,069","2,893,251,787,557","4,745,808,046,275","10,198,082,262,138",1089423777592.0,-50375079113.0,109585788742.0,67985763673.0,67985763673.0,"356,712,130,000",
8060,Daeduck_Electronics,Technology,2016,Q4,"267,321,711,306","290,387,255,216","557,708,966,522","86,692,554,054","4,166,201,324","90,858,755,378","19,086,183,642","466,850,211,144",141810059329.0,10922481382.0,18531961279.0,5831242391.0,5831242391.0,"24,398,150,000",
9150,Samsung_Electro-Mechanics,Technology,2016,Q4,"1,714,031,592,302","3,358,534,852,026","5,072,566,444,328","760,069,869,185","300,180,671,245","1,060,250,540,430",,"4,012,315,903,898",1014934668839.0,-75733544954.0,-37123786585.0,-9396086425.0,-9396086425.0,"388,003,400,000",
10780,IS_Dongseo,Technology,2016,Q4,"1,310,152,184,513","518,817,906,045","1,828,970,090,558","554,111,640,846","375,006,609,943","929,118,250,789","489,946,370,099","899,851,839,769",481885663442.0,78793921258.0,86165483580.0,63806766504.0,63806766504.0,"15,359,233,500",
11070,LG_Innotek,Technology,2016,Q4,"1,794,497,092,357","2,227,659,730,743","4,022,156,823,100","1,641,708,856,479","792,107,342,371","2,433,816,198,850","319,486,264,050","1,588,340,624,250",1943467462288.0,126029212344.0,124550353807.0,94451296738.0,94451296738.0,,
18260,Samsung_SDS,Technology,2016,Q4,"2,871,763,196,992","2,448,990,408,114","5,320,753,605,106","747,806,487,542","61,218,483,776","809,024,971,318","3,279,401,340,557","4,511,728,633,788",1092510894188.0,69440290568.0,76835383368.0,55603761978.0,55603761978.0,"38,688,900,000",
34220,LG_Display,Technology,2016,Q4,"8,712,575,000,000","13,100,175,000,000","21,812,750,000,000","6,176,344,000,000","3,400,959,000,000","9,577,303,000,000","8,195,255,000,000","12,235,447,000,000",7253014000000.0,730720000000.0,1259779000000.0,1043274000000.0,1043274000000.0,,
35420,NAVER_Corp,Technology,2016,Q4,"2,108,036,835,289","1,748,453,838,642","3,856,490,673,931","875,568,258,127","271,506,512,177","1,147,074,770,304","3,925,393,924,603","2,709,415,903,627",678707812710.0,279343730580.0,198316289561.0,106588404539.0,106588404539.0,,
36570,NCSOFT,Technology,2016,Q4,"1,018,270,459,212","1,258,992,423,820","2,277,262,883,032","183,894,655,418","172,598,813,292","356,493,468,710","1,552,918,806,186","1,920,769,414,322",233853428756.0,112862788341.0,112932574835.0,78377986352.0,78377986352.0,,
42700,Hanmi_Semiconductor,Technology,2016,Q4,"155,065,125,577","125,369,362,560","280,434,488,137","43,510,666,802","32,131,208,631","75,641,875,433","200,271,871,674","204,792,612,704",35201528824.0,5664102254.0,11329762918.0,8892774566.0,8892774566.0,,
66570,LG_Electronics,Technology,2016,Q4,"8,311,565,000,000","18,287,510,000,000","26,599,075,000,000","10,543,126,000,000","7,290,497,000,000","17,833,623,000,000","4,851,573,000,000","8,765,452,000,000",6877132000000.0,-464640000000.0,-505766000000.0,-544363000000.0,-544363000000.0,"904,169,000,000",
