,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 지분율 변화율,유동부채 변화율,Label,Code
15,대림산업,2021,Q1,건설,0.07292815733421597,0.07629522985208492,-0.6741957346080663,-0.07226056862978081,-0.9877566644656246,0.0,-0.9616795075579643,-0.13127033006249395,000210
15,현대건설,2021,Q1,건설,0.1974162064211117,0.01282270813638875,0.018958606323287386,0.019909211393017934,2.751122964626614,0.0,0.09293677169070502,0.0044731457103875175,000720
15,KCC,2021,Q1,건설,0.6421534929688676,-0.14635272304969416,0.06770150510963036,0.04304462207483617,-0.006602205007915751,0.0,0.0339503940304311,-0.052952052476946725,002380
15,한일시멘트,2021,Q1,건설,0.33880704950811363,0.00600766281098597,0.01931512849404271,-0.0010476071804700338,-103.52075373708182,0.0,0.19099864014657708,-0.09692694347733638,003300
15,아이에스동서,2021,Q1,건설,0.1793508924799348,-0.027496211413568727,0.05998158361142081,0.056892307419713406,-0.26651060003772964,0.0,0.45934192502698634,-0.19627463882691748,010780
15,현대산업,2021,Q1,건설,0.2533327674452463,0.005217793206599541,0.01845803005517843,-0.0035795170495889206,7.586801519021959,0.0,0.1273112043909912,-0.16205060302331079,012630
15,삼성엔지니어링,2021,Q1,건설,0.3579821921973163,0.048333029099283165,0.019776371787341374,0.0011796613124759325,0.3090132373985861,0.0,0.0011455679222218684,0.21766108748527596,028050
15,대우건설,2021,Q1,건설,0.1620721482639212,1.4145155200586856,0.06534423341421403,-0.024199983492721344,1.616193639245818,0.0,0.050307162930695926,-0.05694473353597176,047040
15,한전기술,2021,Q1,건설,0.9012499083346235,-0.01406995126106958,0.005709057557357733,-0.01831916072230866,-0.9635707167279166,0.0,0.05743088677145192,0.18215167217584413,052690
15,LG하우시스,2021,Q1,건설,0.3544996258492094,0.183418440377356,0.034179290795283146,0.02007847663800355,1.8490826840914805,0.0,0.06126933474658691,-0.1209457213058214,108670
