,name,sector,year,quarter,유동자산변화율,비유동자산변화율,자산총계변화율,유동부채변화율,비유동부채변화율,부채총계변화율,자본금변화율,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,법인세차감전 순이익변화율,당기순이익변화율,당기순이익(손실)변화율,Label,Code
0,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q3,0.0802309580988374,-0.05381225309641047,-0.016394639525985966,-0.02669055799099107,0.04871650070662881,-0.006101223109356013,-0.0,-0.20229345615574257,-0.035690868729803205,-0.03342222307057052,-0.027601185722398558,0.0866808112952705,-0.025290722070020477,-0.025290722070020477,0.02482612226164639,000080
1,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q2,-0.10056065799144709,-0.00016175982469013306,-0.026296554699050123,-0.07640142417074114,0.10159521656540127,-0.0211601212922512,-0.0,-0.24580088480732942,-0.0360659600032629,-0.0952911325626229,-0.5940087497274638,-0.3236607120656536,-0.2397106647297469,-0.2397106647297469,0.02482612226164639,000080
2,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q1,0.03315829481892707,0.009810786724987808,0.015996247578761835,0.05035829598662345,-0.10537445508692156,0.00693734941521662,-0.0,0.21501944174767285,0.032777774062303755,0.030612977371867522,-0.4212816648268576,-4.577404304454936,6.4163447874668895,6.4163447874668895,-0.14439525292483796,000080
3,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q4,0.06809378772243291,-0.007094681850946749,0.013981675448834108,0.02484482568218238,-0.04973006751382236,0.005138902611482421,-0.0,0.40951448612130625,0.029954228229900126,0.018247123687680666,0.13466584259986247,0.636310622162622,1.4443733858485808,1.4443733858485808,0.07829396500631221,000080
4,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q3,-0.09270911721918629,3.427493868513043e-05,-0.024336271574538992,0.006118568027627114,-0.1534918485429133,-0.03160062933143459,-0.0,-0.039699472260998014,-0.011470825467099433,-0.005466180006437282,-4.940611665452566,3.205327338075375,2.472053341788982,2.472053341788982,-0.08967059887248052,000080
5,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q2,0.13641917610401266,-0.005814312174138969,0.035910879928839345,0.06836137468260162,-0.009208579083249901,0.05112593418988398,-0.0,0.02626055787165582,0.00773214600764871,-0.05317315783530008,0.8384316553527165,1.2904599788180706,1.3777706503521898,1.3777706503521898,-0.08994987313571379,000080
6,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q1,-0.08297628706060656,-0.004991940490844948,-0.026679968343786165,-0.18380846964116815,0.21186173151290022,-0.06500935459728985,-0.0,0.1167912853350569,0.03747612689528845,0.009369547541689394,-1.4916901443666823,1.8671516366329755,1.9147914841313023,1.9147914841313023,-0.224453738477296,000080
7,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q4,0.15929439718065386,0.01132933907094602,0.0574638446460386,0.08490486250395912,0.11882171472162495,0.09535946817404928,-0.0,-0.043660870690116926,-0.013606506822322784,0.06303004997257622,0.7197917538727413,1.8706032194121973,1.8852484103937535,1.8852484103937535,-0.065360363657063,000080
8,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q3,-0.08905945013229388,0.00014981265848801328,-0.026055906898115655,-0.030210789605388477,-0.018170216487112256,-0.026469125660202097,-0.0,-0.0859231743901192,-0.025281842998496673,-0.029728978613393853,0.06919448480591361,0.13208341449804395,0.13217290485173494,0.13217290485173494,-0.06201702978717745,000080
9,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q2,0.2874785312870728,0.00486814847886663,0.10871490601268263,0.19261584075039462,0.10949444394848495,0.16849693083145334,-0.0,-0.10988968351355366,-0.030006510551201515,-0.07507877310486655,-0.08027579873853319,-0.09420025551049438,-0.050358781543438536,-0.050358781543438536,-0.028131566770931288,000080
10,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q1,-0.1636636922553667,0.0053036190353181745,-0.05076033269726077,-0.06419331327102062,-0.14243123809696745,-0.0857692486737649,-0.0,0.07736521656314133,0.02238425684751877,-0.08248706980528042,-0.6800022376931831,6.841414483054641,5.603840069069667,5.603840069069667,0.32362506353247594,000080
