,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,유동부채 변화율,금리 변화율,Label,Code
3,CJ대한통운,2024,Q1,산업재,-0.09066596150247212,-0.00865133301179244,0.007050505839022669,-0.04727660643551157,-0.21363938440008035,0.18166645179968488,-0.12136131985833976,-0.1259301080721996,000120
3,두산,2024,Q1,산업재,0.10206862428119036,0.0016298607653995045,0.0226871114377869,-0.008458883242011161,-3.863689758255348,0.0589468088487235,-0.12136131985833976,-0.0455161477199009,000150
3,SK하이닉스,2024,Q1,정보기술,0.11249804517776539,0.016744415765374887,0.01697321575665689,0.03609357235903188,5.606328350051807,-0.026939040398898828,-0.12136131985833976,0.0056832299734496106,000660
3,LG상사,2024,Q1,산업재,0.06799306689519649,0.05178044870379228,0.0615940600548035,0.03181010766914816,-1.0105086276403703,0.5191232361139482,-0.12136131985833976,0.06237257237707773,001120
3,대한항공,2024,Q1,산업재,-0.037283942385047716,0.017339285769539803,0.02696978471615097,0.0072611459165674574,1.3749210920963248,0.12428584677217658,-0.12136131985833976,-0.017479234017668807,003490
3,LG,2024,Q1,정보기술,-0.12895686160619435,-0.0006712273122987389,0.03838706203428344,-0.012343653211819516,7.163610369805566,2.3008486763114764,-0.12136131985833976,0.014990612373758504,003550
3,S&T중공업,2024,Q1,산업재,-0.09528477142670433,-0.004577852674992555,0.057502074321171825,0.003394978604939869,0.4221185922500701,0.15077741057131,-0.12136131985833976,0.4689799638747659,003570
3,한솔테크닉스,2024,Q1,정보기술,-0.15300954610124376,-0.005265285699899036,-0.03517695960131695,-0.003795765492005554,-1.5569285044163248,0.06492669173854315,-0.12136131985833976,-0.09422747279971624,004710
3,삼성전자,2024,Q1,정보기술,0.047702561994951,0.006506668574258079,0.05129063548107782,0.032704977095417975,-2.1461279115244842,0.18769139540799684,-0.12136131985833976,0.0027033693163534683,005930
3,LS,2024,Q1,산업재,0.37648445993258495,-0.02850573926002331,0.010960094720119606,-0.013571293888475111,-0.7741633088532334,0.13942814088956101,-0.12136131985833976,-0.23381056685538884,006260
3,삼성SDI,2024,Q1,정보기술,0.009525937278218849,0.012498642323440556,0.04078641264513028,0.052610363931345105,-0.7893665752254819,0.002429839121604882,-0.12136131985833976,-0.2315671435127912,006400
3,대덕전자,2024,Q1,정보기술,-0.06674507553379483,0.026369983345946757,0.01624771218884269,-0.010105491480299156,42.045227189506306,5.881909821849946,-0.12136131985833976,0.01728136942842861,008060
3,삼성전기,2024,Q1,정보기술,0.08718426559572137,0.025085575440972674,0.07371899669362736,0.013669042983432744,4.845551623424415,0.24207614090076657,-0.12136131985833976,-0.027343267338761988,009150
3,LS산전,2024,Q1,산업재,1.1140461433752105,-0.0035411772332956115,0.004877362015783149,-0.020295154332038323,0.13016133617599923,0.12124107151365027,-0.12136131985833976,0.009497192626590809,010120
3,LG이노텍,2024,Q1,정보기술,0.10802436380744371,-0.014007136615492688,-0.049084889545149,-0.005818776965208383,-0.8469276274696967,-0.1491573548045303,-0.12136131985833976,0.1075534805657655,011070
3,현대상선,2024,Q1,산업재,0.14795358872219788,0.04131380512780791,0.059823687631836764,0.0402740166085509,8.37023170387115,0.31630934102479635,-0.12136131985833976,-0.010078659241433162,011200
3,삼성에스디에스,2024,Q1,정보기술,-0.04243062980629751,0.0033645974120859456,-0.0031151981412576024,-0.01288454165374675,0.007035174162818292,0.057136408792311855,-0.12136131985833976,-0.0688738226729983,018260
3,일진머티리얼즈,2024,Q1,정보기술,0.12988259365044488,-0.22364091363796434,0.020153016081649877,0.013028037103744339,0.6220552888394646,0.06739007624122251,-0.12136131985833976,-0.2064863183738475,020150
3,한국단자,2024,Q1,산업재,-0.015590539087038785,0.021624988028928538,0.08983030839092465,0.025025843595304575,0.49744328718741637,0.2867408852006914,-0.12136131985833976,0.07311816833167689,025540
3,신도리코,2024,Q1,정보기술,0.0013086710792757292,0.005593192718556184,0.03025041979710985,0.009192071411845637,5.20063137188925,0.3325389456616601,-0.12136131985833976,0.05250804077341569,029530
3,LG디스플레이,2024,Q1,정보기술,-0.05333620808120056,0.02464558550207041,0.02751186146620066,0.0706813539603155,1.9632454987454389,0.07131850739901258,-0.12136131985833976,0.06870928476030173,034220
3,SK,2024,Q1,정보기술,-0.14090738397954344,-0.017787923265153105,0.013892425257995056,0.014351133298647234,3.7406648736552413,0.0423115593530492,-0.12136131985833976,-0.10748432094858457,034730
3,한미반도체,2024,Q1,정보기술,0.3914876399004474,0.17154751444137517,0.08974464514658731,0.12238881805097801,0.5168432300440229,-0.1737207388616343,-0.12136131985833976,-0.15253733602420821,042700
3,대우인터내셔널,2024,Q1,산업재,-0.24271090067905848,0.015067652563955702,0.006790361156428393,-0.003774823333962618,0.18663652292004573,0.1391946872005696,-0.12136131985833976,0.10690412009333883,047050
3,한국항공우주,2024,Q1,산업재,0.04946272448238216,-0.0012134420025274872,0.0037550166275512886,-0.004611588535566091,-0.659692010466755,0.01659357833141728,-0.12136131985833976,0.07204050007779231,047810
3,한전KPS,2024,Q1,산업재,-0.03023632796750363,0.018504459852024757,0.06555600364132119,-0.038558484662307824,-0.13388276511835173,0.4853006660900716,-0.12136131985833976,0.18746284167932897,051600
3,LG전자,2024,Q1,정보기술,-0.04061272153304085,0.02960482935943176,0.04762401688092299,0.07103786422142377,-1.6798712246044825,0.05011595976837224,-0.12136131985833976,0.009470725120391758,066570
