,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,부채총계 변화율,비유동자산 변화율,소비자물가지수 변화율,Label,Code
17,하이트진로,2020,Q3,생활소비재,-0.24613265477294238,0.464159945473134,0.09873222789059177,-0.03460499329030353,-0.12218762855495591,-0.011292835037684745,29.267844017171594,-0.14532814872049518,000080
17,CJ,2020,Q3,생활소비재,-0.15509078929638534,0.464159945473134,0.004145719267162118,-0.3344038402106567,0.12107943523391107,0.028091312762146492,29.267844017171594,-0.08034132147644424,001040
17,대상,2020,Q3,생활소비재,-0.0956107688888938,0.464159945473134,0.047116741269914275,0.06821975620823251,-0.0913209247031943,-0.007716380345206386,29.267844017171594,-0.22717685721862335,001680
17,오리온,2020,Q3,생활소비재,-0.106244623528609,0.464159945473134,0.07492009562557977,1.9524001197350445,-0.016034993394523633,-1.0150307015455162e-05,29.267844017171594,-0.16134826788168088,001800
17,아모레G,2020,Q3,생활소비재,-0.20948628891499707,0.464159945473134,9.776784354009749e-05,-0.29887945586487386,-0.013718640529393089,0.0015592182792318887,29.267844017171594,0.07840385046972537,002790
17,남양유업,2020,Q3,생활소비재,-0.14968522266609224,0.464159945473134,-0.010692903669605625,0.03402841079396679,-0.023072247229429466,-0.05880168194070445,29.267844017171594,-0.14732050774956285,003920
17,농심,2020,Q3,생활소비재,-0.2445679544314452,0.464159945473134,0.010039833237831308,-0.04142223066588324,-0.04727363510185423,-0.005163022573595133,29.267844017171594,-0.28843649475978006,004370
17,빙그레,2020,Q3,생활소비재,-0.11754045855149031,0.464159945473134,0.5208066782410921,-0.32625049630244507,0.09495323942714129,0.020017003719968063,29.267844017171594,-0.21460109103307198,005180
17,롯데칠성,2020,Q3,생활소비재,-0.13971310350803715,0.464159945473134,0.01673465017683018,1.3088140513874293,0.008662303191235177,0.0028243540137835588,29.267844017171594,0.10706371732283673,005300
17,현대그린푸드,2020,Q3,생활소비재,-0.11535265720144208,0.464159945473134,0.013676680334292923,0.18366515657591376,0.374688535452562,0.05968927470032748,29.267844017171594,0.14399937771059484,005440
17,삼립식품,2020,Q3,생활소비재,0.02835369520253319,0.464159945473134,-0.00148361074636294,-1.3282177942656017,0.0053520046777197905,0.004776948048068608,29.267844017171594,-0.1952273252690914,005610
17,크라운제과,2020,Q3,생활소비재,0.007250828637337864,0.464159945473134,-0.000853722701841364,0.067048189675871,0.0012663389341578402,-0.0001719707154733685,29.267844017171594,-0.1356658513429766,005740
17,GS리테일,2020,Q3,생활소비재,-0.060562225089484875,0.464159945473134,0.030355258045368094,0.24378186977052474,0.09377190364294008,-0.008462947187674263,29.267844017171594,-0.10572869048274586,007070
17,오뚜기,2020,Q3,생활소비재,-0.10735955595426544,0.464159945473134,0.043840336295208227,0.7878996078404343,-0.039224825097853744,0.10144931722221484,29.267844017171594,-0.1773516323031457,007310
17,한국전력,2020,Q3,생활소비재,-0.06950989702044662,0.464159945473134,0.03202978686670499,3.287818470231663,-0.007625839048359229,0.00153996305714732,29.267844017171594,-0.09111208004406099,015760
17,KT&G,2020,Q3,생활소비재,-0.052553364108449935,0.464159945473134,0.4538968453655987,-0.1244675353729835,0.2422424759819437,0.02139667940769585,29.267844017171594,-0.28473303177620135,033780
17,무학,2020,Q3,생활소비재,0.06592425872299756,0.464159945473134,0.020946738472497062,-0.6916872963749132,0.04765922181714788,0.033466836062960414,29.267844017171594,-0.20523190075606593,033920
17,한국가스공사,2020,Q3,생활소비재,0.05635921234938011,0.464159945473134,-0.03976158458325818,-0.5744560211578846,-0.05387545714932984,-0.0004559577539965387,29.267844017171594,-0.09437469756989733,036460
17,팜스코,2020,Q3,생활소비재,-0.23345666820148905,0.464159945473134,0.037718151667225586,-0.25169414465497186,0.09076461432301097,0.01884343450941839,29.267844017171594,0.3232220181446322,036580
17,동원F&B,2020,Q3,생활소비재,-0.09283835251008475,0.464159945473134,0.9105155183854894,2.826599023996725,0.24154219707544056,0.04352504854538042,29.267844017171594,-0.16607744073172684,049770
17,LG생활건강,2020,Q3,생활소비재,-0.0330287161746497,0.464159945473134,0.04583761166422007,-0.22469310873516413,-0.023686399979345074,0.011004393087653108,29.267844017171594,-0.24998970886687066,051900
17,에이블씨엔씨,2020,Q3,생활소비재,-0.13230984217333294,0.464159945473134,-0.11706692614122438,4.8471051429138186,-0.1368302755518166,-0.03647178567955711,29.267844017171594,-0.24000061195765252,078520
17,아모레퍼시픽,2020,Q3,생활소비재,-0.13351138976663313,0.464159945473134,0.005666885016555545,-0.38158209412921484,0.007084929101671245,-0.01086272304582836,29.267844017171594,0.086899006588744,090430
17,CJ제일제당,2020,Q3,생활소비재,-0.1481640444682132,0.464159945473134,0.014955885642516487,0.7411601043422842,-0.04792511745388106,0.0024101839090531207,29.267844017171594,-0.09438264796974563,097950
