,name,year,quarter,sector,Relative Return,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 수 변화율,Label,Code
20,현대중공업,2019,Q4,중공업,-0.1571627311565927,-0.002767347944765519,-0.002224376667508854,-0.0020460802046146087,-0.00276944180343186,-0.6514266135628898,0.18745973621529233,-0.09312276899184964,009540
20,삼성중공업,2019,Q4,중공업,-0.291525323445354,-0.14391675671534454,-0.21060025485548162,-0.08044187868258024,-0.04648355100905088,-0.34916682224364126,0.20207260129310822,0.029150752017224196,010140
20,현대미포조선,2019,Q4,중공업,-0.21085323187779612,-0.03992998742410614,-0.0031294411705028446,-0.003259694466297147,-0.007533245049601733,-1.1035005276309011,0.0003127274298586613,0.015781696221026792,010620
20,한화테크윈,2019,Q4,중공업,-0.3082987403588092,0.02290140945338015,2.1831117209547557e-06,-1.9924198380483205e-05,0.02903650615451059,0.7322927736451041,-0.24996510737130628,0.11959121594945432,012450
20,현대엘리베이,2019,Q4,중공업,-0.1495381476043766,0.33713678908662903,0.08729088545637897,0.0245875682711012,-0.018229319921474252,0.02179314404574928,-0.06100782279453054,0.12534774252455733,017800
20,두산중공업,2019,Q4,중공업,-0.200533799474666,-0.19428730678410921,-1.557273800363779,-0.24626491876398404,-0.029762647860613445,0.5608873328684287,0.5810369646912885,-0.015470668086628267,034020
20,대우조선해양,2019,Q4,중공업,-0.36940018108676353,-0.02882308883281337,-0.2277329249625213,-0.034424726335589684,-0.04446246249100283,-1.5854954747871326,-0.00012461154714371592,0.17257984387283298,042660
20,두산인프라코어,2019,Q4,중공업,-0.2919342603118671,-0.1719090936313794,-0.2779389612345645,-0.017268312669967978,0.017772364549410335,-0.5851843645739621,0.00015254192335367733,0.4928332976780979,042670
20,현대로템,2019,Q4,중공업,-0.16266997753340431,-0.012300940533558458,-37.84764229352765,-0.09582913542832383,0.04071032543988928,0.7945621349147589,0.9994526772661239,0.5236218873136451,064350
20,두산엔진,2019,Q4,중공업,-0.31651613137955814,-0.04142574858816872,6.617558159463166,-0.1500356955788522,-0.05315718916392176,-7.570271023854082,1.0,0.2631350433569826,082740
20,한진중공업,2019,Q4,중공업,0.010169528639435182,0.1190090757228719,-0.02997609854199601,0.18909353209906232,0.1252804516175725,4.734678111587983,3.0026463447686744,0.3110660471802244,097230
